"Actionid","nextactiondate","comments","priorityid","result","taskreminderid","bittypeID","Snooze","SnoozeTime","SetReminder","Dismiss","PercentageID","userid","AssignedTo","Complete","PFLearnProgramID","CourseScheduleID","description","ReminderDate","RecurringActionID","Number","SubTaskGroup"
"172","2014-08-12 00:00:00","FACEBOOK/SOCIAL MEDIA:  Need to make an effort to get the Lonehill Facebook site up and running.  Marketing Committee to run with the project.  KLB to be the site administrator to post content / reply to all queries.  AKE to set up a meeting to discuss the objectives of FB, design, implementation, etc.  RS to look into the 2 sites currently running, the private site to be deleted and administration rights given to KLB for the second site.","5870","Facebook launched in April 2014 with following personnel as administrators
John Siddall/ Avril Kearns-Eastwick/Kelly Braum (All LRA) and John Crewe (Fidelity)","136","6664","","","0","","100","382","394","Yes","","","","","","12",""
"173","2014-04-30 00:00:00","CRM System Update:  HMB expressed his concern about the lack of progress with the current Fusion database system.  It is HMB's recommendation that a full review into the system takes place where a decision needs to be reached on whether or not to continue with the system.  KL B to schedule a meeting with all concerned parties for Friday, 21 March.","","FUSION SYSTEM NOW IN OPERATION AND HUGE INCREASE IN DATA LOADED - SEE REPORT AS SHOWN BY JS TO BOARD IN JUNE 2014","136","5803","","","0","","80","382","379","No","","","","","","13",""
"174","2014-09-05 00:00:00","SECURITY: (FIDELITY CONTRACT):  NF currently has the revised Fidelity Contract.  AKE to follow up with NF.  
It was agreed that a new contract would need to be drawn up taking into account the concerns with the current contract.  LH to forward her notes to RS & GT.  
AKE to send the contract to LH for review.
The proposed Fidelity contract incorporating the new structure could have an effect of an additional cost of approximately R50k per month to the LRA.  This amounts to R600k per year and JL pointed out that the LRA currently cannot afford this additional expense.  As this will not be ready in time for the annual price increase, the 2014 increase will be based on the existing contract at the approximate CPI.   SP to discuss with Malcolm Stephens.
","5871","","136","5803","","","0","","30","382","394","No","","","","","","14",""
"175","2014-04-30 00:00:00","TRACKING SYSTEM:  approval was given by the Board to install a tracking system to the 3rd motorcycle.  Cost is R280 per month.  2 year contract needs to be signed.  ","5870","","136","6664","","","0","","100","382","389","Yes","","","","","","15",""
"176","2014-03-31 00:00:00","CRIME STATS AND COMMS:  6 x incidents February 2014; 5 x incidents March to date.  
KLB to include an article in the e-newsletter on what residents can do to combat crime.  Also remind residents of the Meet & Greet service offered by Fidelity.  
","5870","","136","6664","","","0","","100","382","379","Yes","","","","","","16",""
"177","2014-08-12 00:00:00","Principle of 'paid for guard':
The guard posted at Etterby Close is a street patroller from Crestwood Drive and is not a dedicated ""paid"" for guard for Etterby Close.  This guard is not meant to be placed permanently at Etterby Close and is to be moved / rotated as deemed necessary.  HMB proposed that this guard be removed and replaced with a ""plain clothes"" guard for a period of about a week to monitor the situation.  
AKE - the instruction needs to be given to Fidelity to redeploy the guard where Fidelity perceive a current threat / weak area to be in Lonehill e.g. Dennis Road?

","5870","This has been done.  Guards ""roam"" as opposed to standing in one position.","138","5803","","","0","","100","394","394","Yes","","","","","","4",""
"178","2014-08-12 00:00:00","Crime Stats:
RS presented the crime stats for March and the beginning of April 2014. Total of 10 incidents in March - 1 x House Robbery; 6 x House Breakings; 3 x Armed Robberies.
April:  RS still awaiting crime stats from Fidelity.
RS to forward the Google Map to LM for her to present with the security report at the Security Meeting on Thursday, 10 April
","5871","","138","5803","","","0","","100","379","389","Yes","","","","","","5",""
"179","2014-08-12 00:00:00","AKE to discuss the following at the Security Meeting:
-	Short-term, innovative security plan for Lonehill
-	Plan on how Fidelity are going to rotate the guards in Lonehill
","5871","","138","5803","","","0","","100","379","394","Yes","","","","","","6",""
"180","2014-08-12 00:00:00","Security:
Fidelity Contract:  To be finalized once discussions with Fidelity have been finalized.  It is important to note the problems with the current contract which need to be addressed with Fidelity.  LH's notes from the previous Board Meeting have been added to the minute book.

Price Increase from Fidelity to the LRA:  Discussions started last week and have yielded positive results.  Fidelity presented a detailed breakdown to the LRA of costs that are covered by the Management Fee (""the pot"") and we now have a detailed cost per individual person and item to FSS.  It was requested by FSS and agreed by LRA that an exercise be done applying a margin to each line item so that if a line item be removed or added its margin would also be removed/added.  This has been done in order to maintain the same bottom line cost to LRA.  This would be the equivalent or approximately 10.9% margin per line item.

FSS, originally indicated a guideline increase of 8% and then, after discussions proposed a cost increase to the LRA of 7,5%; the LRA went back with a 6,82% offer. FSS's increase was based on applying CPI plus 2% (as per the gazette increase) to 80% of the costs (based on their rule of thumb approach of 80% wage to revenue ratio)  LRA's figure was based on a far more detailed analysis of applying a different increased index to each line item.   

A final negotiation settled on a cost increase of 7% to the LRA, effective 01 July 2014. Until the new proposal rolls out, the 7% will be applied to all line items on the current monthly remittance schedule 
","5872","","139","6666","","","0","","100","378","382","Yes","","","","","","2",""
"181","2014-04-30 00:00:00","FIDELITY.. PINESLOPES BREACH OF CONTRACT:  Fidelity guard employed at the Forest Road Design & Décor center is employed out of Robertville, reporting into Fourways.  The contract is with Brohll who have a national account with Fidelity.  JS to discuss this with Bryan Smith as it is in breach of the Fidelity contract.","5870","Negotiations held with John Siddall and Bryan Smith (Fidelity) during July where the matter was sorted and confirmation email sent to back-date to January 2014. All action and invoicng in this regard under control with Jane Londal but actioned in her (JL) absence by Avril Kearns-Eastwick.","136","6664","","","0","","100","382","382","Yes","","","","","","17",""
"182","2014-08-12 00:00:00","RS has drafted a ""Risk Register"" for each complex/road closure in Lonehill - this register is to be implemented by Fidelity.
Penalty schedule needs to be re-introduced and implemented as soon as possible.  Reporting systems need to be put in place along with a decision on who will manage the process
","5869","","138","6664","","","0","","0","379","389","No","","","","","","7",""
"183","2014-08-12 00:00:00","KLB to place a ""call to action"" in the e-newsletter for residents to contact the LRA should they see a guard not performing their duties.","5870","","138","6664","","","0","","100","379","379","Yes","","","","","","8",""
"184","2014-04-30 00:00:00","MEDICAL - SLA
The contract between SLA and the LRA is currently being revised - NF to forward the changes to SP.  SP to forward the revised contract to JS & HMB for final review and approval - also send to Mark from SLA.
KLB to upload the SLA contract onto the website once all changes have been made.
Ideas / actions to be discussed at the next Marketing meeting on the SLA ambulance launch.
","","","136","6664","","","0","","67","380","380","No","","","","","","18",""
"185","2014-08-12 00:00:00","CCTV Status and fibre optic proposal:
No further developments on the fibre optic proposals.
CCTV proposals have been short-listed to 3 companies.  Details of the proposals are currently being interrogated in depth.  
GT/AKE to notify those companies, in writing who did not make it onto the shortlist.
","5870","","138","6664","","","0","","100","379","391","Yes","","","","","","9",""
"186","2014-08-12 00:00:00","LH's notes on the Fidelity Security Contract are to be added to the Minutes and are to be taken into account when drafting the new contract.","","","138","6664","","","0","","100","379","379","Yes","","","","","","10",""
"187","2014-08-12 00:00:00","GENERAL: CCTV STATUS:  Proposal to be finalized and a potential partner will be identified at the meeting being held on Thursday, 13 March 2014.  
","5871","","136","5802","","","0","","0","382","391","No","","","","","","19",""
"188","2014-08-12 00:00:00","Resolution 1:  to adopt the 7% increases from FSS to the LRA.
The Board was in agreement and the resolution was adopted.
LRA Price Increase to Subscribers: categories of clients and services vary - not a simple structure to allocate a standard increase across the board as there are several anomalies e.g. fence monitoring.  The committee had to look at the Rand value in each scenario before allocating an increase.  The increase in income equates to approx. R47k per month from ""Links"" security (net gain).  JL to forward the price increase structure to KLB for inclusion in the minutes.
Resolution 2:  To adopt the proposed price increase to subscribers as set out in the attached table (annexure A):  The price increase structure was approved and adopted by the Board effective 01 July 2014.
","5872","","139","6666","","","0","","100","378","380","Yes","","","","","","3",""
"189","2014-08-12 00:00:00","RS and GT presented their views on the system to the Board.  RS's recommendations to the Board are as follows:
-	Need to implement the system
-	Accept that if we do not implement the system we will continue to waste our efforts
-	Commit to implementation steps and periodic re-view
-	Each step to have a plan and budget
-	Commit to providing budget for training and customization
AKE to follow up on how quickly the plan can be implemented - what are Fusion's timelines to implement all changes required?
","5870","","138","6664","","","0","","100","394","394","Yes","","","","","","11",""
"190","2014-08-12 00:00:00","GJ proposed that one individual from the LRA be trained on Fusion, who will then train the staff.  AKE to Project Manage the process.","5870","","138","6664","","","0","","100","379","394","Yes","","","","","","12",""
"191","2014-08-12 00:00:00","Marketing / Communication:
Feedback from Fidelity meeting:  KB gave his feedback to the Board.  No commitment from Fidelity in terms of sponsorship, however the feeling was that they would commit to owning one single event such as the Carols by Candlelight.  KB to follow up with Malcom and to get signed commitment.
","5870","","138","6664","","","0","","0","379","384","No","","","","","","13",""
"192","2014-08-12 00:00:00","AKE to establish whom at Fidelity Lonehill is Lenti's second in command when she is not available to sign-off on decisions.  AKE to discuss this outside of the security meeting.","5871","This was discussed with Lenti and she is the only one who has authority to sign off.  If she is away on leave we would have to liaise with Bryan Smith.","138","6665","","","0","","100","394","394","Yes","","","","","","14",""
"193","2014-08-12 00:00:00","LRA Marketing Brochure:  KLB to touch base with all committed parties and advertisers to get final sign-off on advertising agreements.  A final recon to be presented to JS and a decision will be made on whether or not to proceed with the brochure.","5870","","138","5803","","","0","","100","379","379","Yes","","","","","","15",""
"194","2014-08-12 00:00:00","Facebook Update:  Facebook has been launched and is live. All Directors to ""like"" the LRA FB page.","5872","","138","6666","","","0","","100","379","382","Yes","","","","","","16",""
"195","2014-08-12 00:00:00","Sponsors:  KB has received the full list from Shelley Miller.  No sponsors have been secured for Mother's Day picnic as yet.  Martin (Engen Lonehill) has agreed to sponsor R15k however will speak to Engen to try and secure additional sponsorship from them.  KB presented the 2014 Marketing Plan to the Board.  
Parkrun Initiative:  A free walk in the Lonehill park every Saturday from 8am.  A Trevor Nel initiative.
","5871","","138","6666","","","0","","100","379","384","Yes","","","","","","17",""
"196","2014-08-12 00:00:00","Medical: SP was not present to present on Medical.","","","138","6666","","","0","","100","379","394","Yes","","","","","","18",""
"197","2014-08-12 00:00:00","Financial and Administration:
JL presented the Management Accounts to the Board as distributed in the Board pack.  
Net profit for March: R8000, considerably lower than usual due to:
-	Additional guarding on the river front and quad bike
-	LRA brochure design cost of R43k
Repairs and Maintenance costs: R84k. have not been taken into account in the R8K   All contractors have agreed to back-date their invoices to March 2014.
Annual Accounts:  HMB requested comparative figures for 2013 for the YTD figures for March.  
The Board is to receive quarterly Balance Sheets in the future.  
The Board need to review the years accounts at the next Board Meeting (not the AFS).  
A budget also needs to be presented at this meeting - JL requested that the Directors forward contributions for their portfolios to JL for inclusion in the Budget asap.
HMB asked that the surplus Year to Date (cash reserves) be made known to the Board.  JL to present what she perceives is a prudent retention?  How much cash is available in the bank to use on projects such as the CCTV project?
It was noted that the cost to maintain the Lonehill environment is currently R1 020 000.00 vs an income from the Envirofund of R360k per annum.  Current yearly shortfall of R589k
","5870","","138","6664","","","0","","100","380","380","Yes","","","","","","19",""
"198","2014-08-12 00:00:00","Off-Site Back up:
GT - licenses need to be sent
","","","138","6664","","","0","","100","379","391","Yes","","","","","","20",""
"199","2014-06-20 00:00:00","Security:
Update from Security Task Team:  
Final details of the CCTV project to be tabled for approval by the Board next week.  
Manpower:  if the street patrollers are reduced to 5, the saving per month is approximately R110k.  Half of this saving can be used to fund the technical solution and the other half to fund the manpower solution needed in the Control Room.
","5870","","137","6664","","","0","","0","394","388","No","","","","","","1",""
"200","2014-08-12 00:00:00","Bank Fees:  JL to set up a meeting for next week, to include AKE and JS
Budget:  to be finalized for sign-off at the next Board Meeting
","5870","","138","6664","","","0","","20","380","380","No","","","","","","21",""
"201","2014-03-31 00:00:00","Marketing Plan Meeting:  KLB to set up the meeting with AKE/KLB/SM/KB/SP/JS","5870","","136","5802","","","0","","90","382","379","No","","","","","","20",""
"202","2014-06-30 00:00:00","Phase 1 of the project is to implement the systems and prove that they actually work.  The LRA has a good, sound, workable project - a special Board Meeting may be required to approve the project in principle.  
Michael Lever to meet with FSS to finalize the details around using the fiber optics as a viable solution.
The Board needs to be taken through the final plan either at a special board meeting or at the next Board Meeting.
The savings from the reduction in guards / street patrollers could fund the technology changes required in the control room.
The roll-out of the system to ","5870","","137","6664","","","0","","0","394","388","No","","","","","","2",""
"203","2014-08-12 00:00:00","Environment:
Crawford re-zoning:  an official objection has been laid with Steven Moore.
Widening of Lonehill Boulevard:  LH & AKE to obtain more information and proceed ASAP on lodging objections
Nightclub in Pineslopes:  LH following up with the centre and has lodged an objection and has asked for a copy of the zoning certificate.  RS/LH/AKE to follow this up ASAP
","5870","","138","6664","","","0","","0","379","387","No","","","","","","22",""
"204","2014-06-20 00:00:00","Phase 1 of the project is to implement the systems and prove that they actually work.  The LRA has a good, sound, workable project - a special Board Meeting may be required to approve the project in principle.  
Michael Lever to meet with FSS to finalize the details around using the fiber optics as a viable solution.
The Board needs to be taken through the final plan either at a special board meeting or at the next Board Meeting.
The savings from the reduction in guards / street patrollers could fund the technology changes required in the control room.
The roll-out of the system to be on the main areas of priority first- pending board approval","5870","","137","6664","","","0","","0","394","391","No","","","","","","3",""
"205","2014-06-30 00:00:00","Implementation of the project should commence 1 July pending approval to erect fiber optic cables from City Power and City of Johannesburg.  GT has held a prelim meeting with both parties concerned.  A FULL draft plan of where the fiber optic cables are to be laid is required from Michael Lever - GT to submit to JS; City of Johannesburg and City Power. This to include future requirements to avoid more applications 
Final implementation date will be set post the meeting GT has with Michael Lever.
","5870","","137","6664","","","0","","0","394","391","No","","","","","","4",""
"206","2014-07-01 00:00:00","Crime stats including map:
May 2014 - 7 incidents
June to date - virtually incident free

Motor vehicle accidents (MVA) not to be included in crime reports unless directly related to a crime.
Lonehill Upper East - activity has been reported in the veld running along the back end.
","5871","Ongoing","137","5802","","","0","","100","394","389","Yes","","","","","","5",""
"207","2014-06-30 00:00:00","The feeding scheme at the Clay Oven has been moved to inside the settlement and not on the roadside.  This is due to the significant lack of lighting in the area which poses a great risk.  SP has met with Nandipha of City Power to work on getting a street light installed in the area.  SP has done a site inspection of the settlement with Moses Singasa (Gracepoint Church).
The open veld between Casa Capricorn and Alanglades has posed a security risk.  The LRA has done a controlled burn of this area with the assistance of the Lonehill Fire Station (LFS).  It was suggested that the LRA work closely with the LFS to do more controlled burns in areas of high risk.  The LRA could make a financial contribution to the LFS as a gesture of good will / community involvement.  SP to meet with Paul Chetty to discuss the viability / legalities of doing this.  SP to report back to the Board.
Eskom servitude - Eskom are responsible for clearing of their servitudes.
","5871","Controlled burns have been undertaken by fire department","137","6664","","","0","","50","394","394","No","","","","","","6",""
"208","2014-06-20 00:00:00","Management Fee for Brohll site in Pineslopes - Brian Smith to SP after previous discussions.  FSS have agreed in principle to pay the LRA a management fee for this site.  SP to follow up with Lenti.  JS to follow up with Brian Smith.

","5870","JS managed to negotiate a 50/50 reimbursement to residents for 7 May holiday.","137","6664","","","0","","100","394","382","Yes","","","","","","7",""
"209","2014-06-13 00:00:00","Positive PR needed around the FSS guard who found and returned the cellphone to Mike Goodwin's daughter.  Letter was published in the e-newsletter however a follow-up article with photographs of the recognition award needs to be published.","5870","Letter published & on FB","137","6664","","","0","","100","394","379","Yes","","","","","","8",""
"210","2014-06-20 00:00:00","Fusion:
Database is still not completely finished - updates will need to be done continuously as the database will continue to evolve.
Data Saving Status:
2013 online back-up started
85GB of data backed-up daily
24 hours post de-duplication
30 minutes each night

Current status:
Backing up of 2 x servers
Everything is backed-up
285GB of data currently being backed-up
Data is compressed

If only back-up files, approximately 140GB of data will be backed-up, this is only files and not the full environment.
Growth in back-up can be attributed to Fidelity being included in the back-ups.  Growth in a normal office environment is 50-80% per annum
RS's recommendation would be to do a minimum file-only backup but would prefer to back-up the entire environment as it would take too long to re-build the server should it crash.
Currently the whole system is being backed up on a daily basis.  The bill to run the backup is not based on the time taken to run the backup but is based on storage used to store data.  RS to set a limit of R900.00 per month on data storage.  Should storage exceed this limit authorization would need to be obtained from the Board.  
RS to submit quotation & contract, to be signed off by JS.
RS to test data recovery time twice a year.
","5870","Implemented","137","6664","","","0","","100","394","389","Yes","","","","","","9",""
"211","2014-06-19 00:00:00","Marketing and Communication:
Feedback from Fidelity on Sponsorship:  Malcolm and Shelley Miller have had discussions on sponsorship, FSS have agreed on R20k for the Carols by Candlelight.
","5870","Feedback given.  Fidelity are prepared to sponsor R20K for Carols by Candelight.","137","5802","","","0","","100","394","394","Yes","","","","","","10",""
"212","2014-08-12 00:00:00","Review and adoption of Minutes of 9 April 2014:
The Chairman, JS signed and approved the minutes as an accurate recording of the previous Board Meeting.
","5871","","140","6666","","","0","","100","378","382","Yes","","","","","","1",""
"213","2014-08-12 00:00:00","Security:
Fidelity Contract:  To be finalized once discussions with Fidelity have been finalized.  It is important to note the problems with the current contract which need to be addressed with Fidelity.  LH's notes from the previous Board Meeting have been added to the minute book.

Price Increase from Fidelity to the LRA:  Discussions started last week and have yielded positive results.  Fidelity presented a detailed breakdown to the LRA of costs that are covered by the Management Fee (""the pot"") and we now have a detailed cost per individual person and item to FSS.  It was requested by FSS and agreed by LRA that an exercise be done applying a margin to each line item so that if a line item be removed or added its margin would also be removed/added.  This has been done in order to maintain the same bottom line cost to LRA.  This would be the equivalent or approximately 10.9% margin per line item.

FSS, originally indicated a guideline increase of 8% and then, after discussions proposed a cost increase to the LRA of 7,5%; the LRA went back with a 6,82% offer. FSS's increase was based on applying CPI plus 2% (as per the gazette increase) to 80% of the costs (based on their rule of thumb approach of 80% wage to revenue ratio)  LRA's figure was based on a far more detailed analysis of applying a different increased index to each line item.   

A final negotiation settled on a cost increase of 7% to the LRA, effective 01 July 2014. Until the new proposal rolls out, the 7% will be applied to all line items on the current monthly remittance schedule 
","","","140","6666","","","0","","100","378","382","Yes","","","","","","2",""
"214","2014-06-23 00:00:00","LRA Brochure:  SP and KLB working to finalise with Otter Estates, SLA, Crawford & Tintswalo.  JS to present to Century 21.  
SP/KLB to try and have the brochure finalized by the next Board Meeting.  
","5870","Tinswalo & Crawford reverted with not being able to go through with the magazine - not in budget. Shelley suggested we try and use and advertising placement company who markets the magazine to potential advertisers.  To be discussed in more detail in Marketing meeting.","137","6664","","","0","","33","394","394","No","","","","","","11",""
"215","2014-08-12 00:00:00","Resolution 1:  to adopt the 7% increases from FSS to the LRA.
The Board was in agreement and the resolution was adopted.
LRA Price Increase to Subscribers: categories of clients and services vary - not a simple structure to allocate a standard increase across the board as there are several anomalies e.g. fence monitoring.  The committee had to look at the Rand value in each scenario before allocating an increase.  The increase in income equates to approx. R47k per month from ""Links"" security (net gain).  JL to forward the price increase structure to KLB for inclusion in the minutes.
Resolution 2:  To adopt the proposed price increase to subscribers as set out in the attached table (annexure A):  The price increase structure was approved and adopted by the Board effective 01 July 2014.
","","","140","6666","","","0","","100","378","380","Yes","","","","","","3",""
"216","2014-08-12 00:00:00","Sponsorship:  KB has the list of potential sponsors for events but the list needs to continually be re-addressed.
Forthcoming events:  Otter Fun Run:  19 July.  Shelley Miller has a meeting scheduled with Chris Otter to present ""67 minutes for Mandela Day"" idea to incorporate into the Fun Run.  Also to discuss pre-registration for the event. KB to provide response and contact report

Picnic in the Park:  14 September
Carols by Candlelight:  23 November
Green Day also proposed as an event, not budgeted for but have R15k in an ""incidental fund"" which can be used.  
","5870","","137","5802","","","0","","0","394","384","No","","","","","","12",""
"217","2014-08-12 00:00:00","The LRA has allowed a slight over recovery on the increase to allow for additional projects with Fidelity going forward.
AKE  to draft increase letter to LRA clients
","","","140","6666","","","0","","100","378","394","Yes","","","","","","4",""
"218","2014-08-12 00:00:00","Vacant land in Mulbarton Drive:  DF to send a list of requirements to Chris Wander.  Need to try and launch this project to tie in with the proposed ""Lonehill Green Day.""  DF to send a list of what is required for this area:
-	Curbstones / Palisade fencing / grass / trees, etc.
This piece of ground is zoned for ""schooling"" and ""environment"" but the LRA want to use this area for a park until such time as use of the land changes.  
Board to send suggestions to DF.  DF to submit requirements to all Ward Committee Members for ward 94, Counsellors and Chris Wander.  
","5870","","137","6665","","","0","","0","394","385","No","","","","","","13",""
"219","2014-08-12 00:00:00","Review and adoption of Minutes 11 June  2014:
The minutes were duly approved and adopted.  Signed by JS
","5872","","141","6666","","","0","","100","379","382","Yes","","","","","","1",""
"220","2014-06-23 00:00:00","67 Minutes of Community Service:  Shelley Miller to provide feedback to AKE/KB.","5871","Feedback presented on 16 July.","137","5802","","","0","","100","394","394","Yes","","","","","","14",""
"221","2014-08-12 00:00:00","Pattern of crime changed - only one house robbery, Allanglades.  
Had discussions with TSS - RS feels we must cut ties with them. TSS given  instruction to prepare checklists by end of June - had not been done.  Need to look at alternatives. AKE to source and RS to meet with potential ""suppliers"".  HMB suggests we have two others to recommend to residents. Agree not to notify TSS that we are no longer recommend them - just stop referring them.","5870","","141","6664","","","0","","0","379","394","No","","","","","","2",""
"222","2014-08-12 00:00:00","JS suggested we send a reminder to all residents/complexes to test their fences to ensure that signals are picked up by control room - to include in newsletter of 17 July 2014.","5870","","141","6664","","","0","","100","379","379","Yes","","","","","","3",""
"223","2014-08-12 00:00:00","Medical:
Free blood pressure / cholesterol screening to be done by SLA at the Fun Run on 19 July.  SP to advise Shelley Miller.
","5870","","137","6664","","","0","","0","394","384","No","","","","","","15",""
"224","2014-08-12 00:00:00","Number of thefts out of motor vehicles in Lonehill Shopping Centre and Pineslopes.  Jamming devices on the increase.  
Car guards over the last year - 18 months have been very co-operative done a good job at Lonehill Shopping Centre.  This isn't the case at Pineslopes.
Hawks arrested drug dealers on 23rd June 2014 at Pineslopes.
","5872","","141","6666","","","0","","100","379","394","Yes","","","","","","4",""
"225","2014-08-12 00:00:00","RS proposed an additional 1% increase to allow for the additional costs of the CCTV camera project.  The Board discussed the merits of this and it was agreed that if the LRA added an additional 1% to the proposed increase, we would out price ourselves in the market.  Currently the LRA needs to allow for a slight drop-off after the increase in July.  Any further increase would increase our drop-off rate","","","140","6666","","","0","","0","378","388","No","","","","","","5",""
"226","2014-06-19 00:00:00","Medical Contract:  Contract still with Logan Pather.
Medical Stats:  35 calls to date; 2 x cardiac cases, the balance were across the board conditions.
SP to forward article / stats for inclusion in the newsletter to KLB.
","5870","Received contract with comments from Logan Pather.  Natasha to check and finalise.","137","6664","","","0","","50","394","394","No","","","","","","16",""
"227","2014-08-12 00:00:00","CCTV - Security task team
ML submitted proposal.  Will cover certain intersection, servitudes and Main Road.  Cameras are intelligent cameras - called blank screen technology.  Only when there is an alert, they are activated.   At Crawford, two thermal cameras in the gully - expensive cameras.  At intersection will use a 360 degree camera at Main & LH Boulevard and Turley and Cheney.  Phase 1 - 20 cameras' (2 thermal). Cost R1.654 million of which R544k is camera. Phase 2 - only need additional fiber and cameras.","5870","","141","6666","","","0","","0","379","394","No","","","","","","5",""
"228","2014-06-30 00:00:00","Financial Administration:
Management Accounts for May:
Net Profit of R119k
YTD Profit of R206k
Extra guarding costs are down by R31k
Guarding on Public Holiday:  not budgeted to make any profit on the additional charge for guarding on the public holiday.  
Cost to the LRA for public holiday: approximately R62k
JL to forward the list of those clients not willing to pay the additional guarding charges to AKE for follow-up
","5870","Completed.","137","6664","","","0","","100","394","380","Yes","","","","","","17",""
"229","2014-08-12 00:00:00","The cost for the CCTV project as presented by Fidelity is at a cost of R350k per month, which includes all the upgrades across the board necessary for the project.  The potential savings to the LRA after installation of the CCTV cameras has not yet been fully established.  HMB listed the 4 aspects to the FSS proposal:-
1.	Change of the Control Room structure and layout
2.	Upgrading the current computer system and software, this comes in at a once-off cost of R260k
3.	The CCTV project is going to cost in the region of R1.6 / R1.8 million, carrying a high risk which will rest with FSS.  FSS will lease / rent the system on a monthly basis to the LRA.  If the system fails, FSS will need to remove it.
4.	Manpower question?  What is affordable to the LRA?
","5870","","140","6664","","","0","","0","378","382","No","","","","","","6",""
"230","2014-08-12 00:00:00","Security task team to meet with Wahl Bartman/FSS to discuss Phase 2.HMB, RS, GT & ML to represent LRA.  JS to be advised re date of meeting.","5870","","141","6664","","","0","","0","379","391","No","","","","","","6",""
"231","2014-06-18 00:00:00","JL/AKE to establish the cumulative loss to the LRA and negotiate with FSS to split this cost on a 50/50 basis.","5870","Successfully completed","137","6664","","","0","","100","394","382","Yes","","","","","","18",""
"232","2014-08-12 00:00:00","RS to forward copy of proposal to all board members

RS to distribute presentation in a resolution format for all to sign off.","5870","","141","6664","","","0","","0","379","389","No","","","","","","7",""
"233","2014-08-12 00:00:00","Letter to City Power for permission to use their poles drafted and ready to be submitted. JS","5870","","141","6664","","","0","","0","379","382","No","","","","","","8",""
"234","2014-08-12 00:00:00","HMB to forward his recommendations to JS.  HMB has recommended that:
-	The LRA dispose of 50% of the foot patrollers with immediate effect.  FSS to provide 2 x replacement reaction vehicles/officers.  This proposal was seconded by LH.  Less visibility - more effectiveness.
","","","140","6664","","","0","","0","378","394","No","","","","","","7",""
"235","2014-06-30 00:00:00","Refunds to be passed onto clients who have already paid.
Communicate with those who are not willing to pay that the additional guarding costs have been waivered by LRA/FSS.  
Use this as a positive marketing / PR exercise to all those affected.
JL to discuss refund / credit procedure with Dorica.
","5870","Completed","137","6665","","","0","","100","394","380","Yes","","","","","","19",""
"236","2014-08-12 00:00:00","Fusion:
AKE presented stats regarding the usage and growth of Fusion.  From January 2014, 2085 properties captured.  July 2014, total properties captured  6673.   All properties are listed whether LRA clients or not.  This gives us a good indication of where to target and market services.
Grant Joyce has set up categories for the storage of all documentation - this can be accessed by directors or those with security levels of authority.
All calls logged according to the various categories as set up by GJ eg. Technical, accounts, complaints, etc.  This way we can monitor the number of calls per categories as well as trends.  
","5871","","141","6666","","","0","","100","379","394","Yes","","","","","","9",""
"237","2014-08-12 00:00:00","Corporate Governance
Background and Objective
New and greater awareness of CG made apparent at special board meeting of 9/7/14.  Due to conflicting ""opinions"" of some board members relating to a decision of the Chairman (see minutes - when available)
JS believed he was in full rights in terms of decision made but this raised differing opinions on process followed, despite being found to have acted with due diligence and care for the LRA and Lonehill (see report from RS & KT)
Resolution needs to be adopted going forward. Once tabled and agreed resolution to be archived for total transparency to ensure no comebacks in future.
","5870","","141","6664","","","0","","0","379","386","No","","","","","","10",""
"238","2014-06-25 00:00:00","Newsletter income:  revenue down quite considerably.  This can be contributed to the new newsletter format which does not make ads visible and is therefore not as appealing to advertisers.
JL to draw a comparison of income trends since the new format was launched.  Need to challenge Grant Joyce on this/
A suggestion was made to supply advertising stats to advertisers / potential advertisers.  
","5870","Currently working with GJ on this","137","6664","","","0","","51","394","394","No","","","","","","20",""
"239","2014-06-30 00:00:00","EMR subscriber database:  small amount have fallen off since the price increase.  Need to keep an eye on the numbers.
Fleetcard:  It was suggested that a Petrol Card be given to Doug for the bakkie.  R700 initial fee; R30.00 per month bank fee.  Need to keep track of petrol and maintenance expenditure for the bakkie.  JS proposed the Fleetcard, approved and seconded by the Board.  
JL to contact Standard Bank and make the necessary arrangements.
","5870","","137","5803","","","0","","100","380","380","Yes","","","","","","21",""
