"GLBudgetItemID","GLBudgetID","GLDate","GLDescription","GLValue","Rank"
"2845","13","2010-02-01 00:00:00","Liabilities","0.0000","6"
"2846","13","2010-03-01 00:00:00","Liabilities","0.0000","6"
"2847","13","2010-04-01 00:00:00","Liabilities","0.0000","6"
"2848","13","2010-05-01 00:00:00","Liabilities","0.0000","6"
"2849","13","2010-06-01 00:00:00","Liabilities","0.0000","6"
"2850","13","2010-07-01 00:00:00","Liabilities","0.0000","6"
"2851","13","2010-08-01 00:00:00","Liabilities","0.0000","6"
"2852","13","2010-09-01 00:00:00","Liabilities","0.0000","6"
"2853","13","2010-10-01 00:00:00","Liabilities","0.0000","6"
"2854","13","2010-11-01 00:00:00","Liabilities","0.0000","6"
"2855","13","2009-12-01 00:00:00","Income","0.0000","7"
"2856","13","2010-01-01 00:00:00","Income","0.0000","7"
"2857","13","2010-02-01 00:00:00","Income","0.0000","7"
"2858","13","2010-03-01 00:00:00","Income","0.0000","7"
"2859","13","2010-04-01 00:00:00","Income","0.0000","7"
"2860","13","2010-05-01 00:00:00","Income","0.0000","7"
"2861","13","2010-06-01 00:00:00","Income","0.0000","7"
"2862","13","2010-07-01 00:00:00","Income","0.0000","7"
"2863","13","2010-08-01 00:00:00","Income","0.0000","7"
"2864","13","2010-09-01 00:00:00","Income","0.0000","7"
"2865","13","2010-10-01 00:00:00","Income","0.0000","7"
"2866","13","2010-11-01 00:00:00","Income","0.0000","7"
"2867","13","2009-12-01 00:00:00","Expenses","0.0000","8"
"2868","13","2010-01-01 00:00:00","Expenses","0.0000","8"
"2869","13","2010-02-01 00:00:00","Expenses","0.0000","8"
"2870","13","2010-03-01 00:00:00","Expenses","0.0000","8"
"2871","13","2010-04-01 00:00:00","Expenses","0.0000","8"
"2872","13","2010-05-01 00:00:00","Expenses","0.0000","8"
"2873","13","2010-06-01 00:00:00","Expenses","0.0000","8"
"2874","13","2010-07-01 00:00:00","Expenses","234.0000","8"
"2875","13","2010-08-01 00:00:00","Expenses","234.0000","8"
"2876","13","2010-09-01 00:00:00","Expenses","0.0000","8"
"2877","13","2010-10-01 00:00:00","Expenses","0.0000","8"
"2878","13","2010-11-01 00:00:00","Expenses","0.0000","8"
"2879","13","2009-12-01 00:00:00","- Rent","0.0000","9"
"2880","13","2010-01-01 00:00:00","- Rent","0.0000","9"
"2881","13","2010-02-01 00:00:00","- Rent","0.0000","9"
"2882","13","2010-03-01 00:00:00","- Rent","0.0000","9"
"2883","13","2010-04-01 00:00:00","- Rent","0.0000","9"
"2884","13","2010-05-01 00:00:00","- Rent","0.0000","9"
"2885","13","2010-06-01 00:00:00","- Rent","234.0000","9"
"2886","13","2010-07-01 00:00:00","- Rent","234.0000","9"
"2887","13","2010-08-01 00:00:00","- Rent","234.0000","9"
"2888","13","2010-09-01 00:00:00","- Rent","234.0000","9"
"2889","13","2010-10-01 00:00:00","- Rent","0.0000","9"
"2890","13","2010-11-01 00:00:00","- Rent","0.0000","9"
"2891","14","2009-12-01 00:00:00","Current Assets","0.0000","1"
"2892","14","2010-01-01 00:00:00","Current Assets","0.0000","1"
"2893","14","2010-02-01 00:00:00","Current Assets","0.0000","1"
"2894","14","2010-03-01 00:00:00","Current Assets","0.0000","1"
"2895","14","2010-04-01 00:00:00","Current Assets","0.0000","1"
"2896","14","2010-05-01 00:00:00","Current Assets","0.0000","1"
"2897","14","2009-12-01 00:00:00","- Software Lic","342.0000","2"
"2898","14","2010-01-01 00:00:00","- Software Lic","234.0000","2"
"2899","14","2010-02-01 00:00:00","- Software Lic","0.0000","2"
"2900","14","2010-03-01 00:00:00","- Software Lic","0.0000","2"
"2901","14","2010-04-01 00:00:00","- Software Lic","0.0000","2"
"2902","14","2010-05-01 00:00:00","- Software Lic","0.0000","2"
"2903","14","2009-12-01 00:00:00","- Stock","0.0000","3"
"2904","14","2010-01-01 00:00:00","- Stock","0.0000","3"
"2905","14","2010-02-01 00:00:00","- Stock","0.0000","3"
"2906","14","2010-03-01 00:00:00","- Stock","0.0000","3"
"2907","14","2010-04-01 00:00:00","- Stock","0.0000","3"
"2908","14","2010-05-01 00:00:00","- Stock","0.0000","3"
"2909","14","2009-12-01 00:00:00","Fixed Assets","0.0000","4"
"2910","14","2010-01-01 00:00:00","Fixed Assets","0.0000","4"
"2911","14","2010-02-01 00:00:00","Fixed Assets","0.0000","4"
"2912","14","2010-03-01 00:00:00","Fixed Assets","0.0000","4"
"2913","14","2010-04-01 00:00:00","Fixed Assets","0.0000","4"
"2914","14","2010-05-01 00:00:00","Fixed Assets","0.0000","4"
"2915","14","2009-12-01 00:00:00","- Land and Buildings","0.0000","5"
"2916","14","2010-01-01 00:00:00","- Land and Buildings","0.0000","5"
"2917","14","2010-02-01 00:00:00","- Land and Buildings","324.0000","5"
"2918","14","2010-03-01 00:00:00","- Land and Buildings","234.0000","5"
"2919","14","2010-04-01 00:00:00","- Land and Buildings","234.0000","5"
"2920","14","2010-05-01 00:00:00","- Land and Buildings","0.0000","5"
"2921","14","2009-12-01 00:00:00","Liabilities","0.0000","6"
"2922","14","2010-01-01 00:00:00","Liabilities","324.0000","6"
"2923","14","2010-02-01 00:00:00","Liabilities","0.0000","6"
"2924","14","2010-03-01 00:00:00","Liabilities","0.0000","6"
"2925","14","2010-04-01 00:00:00","Liabilities","0.0000","6"
"2926","14","2010-05-01 00:00:00","Liabilities","0.0000","6"
"2927","14","2009-12-01 00:00:00","Income","0.0000","7"
"2928","14","2010-01-01 00:00:00","Income","0.0000","7"
"2929","14","2010-02-01 00:00:00","Income","0.0000","7"
"2930","14","2010-03-01 00:00:00","Income","0.0000","7"
"2931","14","2010-04-01 00:00:00","Income","234.0000","7"
"2932","14","2010-05-01 00:00:00","Income","0.0000","7"
"2933","14","2009-12-01 00:00:00","Expenses","0.0000","8"
"2934","14","2010-01-01 00:00:00","Expenses","0.0000","8"
"2935","14","2010-02-01 00:00:00","Expenses","0.0000","8"
"2936","14","2010-03-01 00:00:00","Expenses","0.0000","8"
"2937","14","2010-04-01 00:00:00","Expenses","0.0000","8"
"2938","14","2010-05-01 00:00:00","Expenses","0.0000","8"
"2939","14","2009-12-01 00:00:00","- Rent","0.0000","9"
"2940","14","2010-01-01 00:00:00","- Rent","0.0000","9"
"2941","14","2010-02-01 00:00:00","- Rent","0.0000","9"
"2942","14","2010-03-01 00:00:00","- Rent","0.0000","9"
"2943","14","2010-04-01 00:00:00","- Rent","234.0000","9"
"2944","14","2010-05-01 00:00:00","- Rent","0.0000","9"
"2972","15","2009-12-01 00:00:00","Current Assets","123.0000","1"
"2973","15","2010-01-01 00:00:00","Current Assets","456.0000","1"
"2974","15","2010-02-01 00:00:00","Current Assets","789.0000","1"
"2975","15","2009-12-01 00:00:00","- Software Lic","0.0000","2"
"2976","15","2010-01-01 00:00:00","- Software Lic","0.0000","2"
"2977","15","2010-02-01 00:00:00","- Software Lic","0.0000","2"
"2978","15","2009-12-01 00:00:00","- Stock","0.0000","3"
"2979","15","2010-01-01 00:00:00","- Stock","0.0000","3"
"2980","15","2010-02-01 00:00:00","- Stock","0.0000","3"
"2981","15","2009-12-01 00:00:00","Fixed Assets","0.0000","4"
"2982","15","2010-01-01 00:00:00","Fixed Assets","0.0000","4"
"2983","15","2010-02-01 00:00:00","Fixed Assets","0.0000","4"
"2984","15","2009-12-01 00:00:00","- Land and Buildings","0.0000","5"
"2985","15","2010-01-01 00:00:00","- Land and Buildings","0.0000","5"
"2986","15","2010-02-01 00:00:00","- Land and Buildings","0.0000","5"
"2987","15","2009-12-01 00:00:00","Liabilities","0.0000","6"
"2988","15","2010-01-01 00:00:00","Liabilities","0.0000","6"
"2989","15","2010-02-01 00:00:00","Liabilities","0.0000","6"
"2990","15","2009-12-01 00:00:00","Income","0.0000","7"
"2991","15","2010-01-01 00:00:00","Income","0.0000","7"
"2992","15","2010-02-01 00:00:00","Income","0.0000","7"
"2993","15","2009-12-01 00:00:00","Expenses","0.0000","8"
"2994","15","2010-01-01 00:00:00","Expenses","0.0000","8"
"2995","15","2010-02-01 00:00:00","Expenses","234.0000","8"
"2996","15","2009-12-01 00:00:00","- Rent","0.0000","9"
"2997","15","2010-01-01 00:00:00","- Rent","0.0000","9"
"2998","15","2010-02-01 00:00:00","- Rent","0.0000","9"
