"ReminderID","ReminderDate","MinsBeforeRemind","SnoozeDate","UserID","CreatedBy","Subject","isDismissed","DismissedDate","CreatedFromForm","CreatedFromID"
"333","2013-12-03 11:42:00","0","2013-12-03 11:57:00","372","379","Incoming Call Logged: VALERIE MORRIS - Aliens","1","2013-12-03 11:58:53","frmLogCall","409"
"334","2013-12-03 11:49:00","15","","378","379","Incoming Call Logged: BEV  BULBRING - Domestic Card","1","2013-12-03 11:50:16","frmLogCall","411"
"335","2013-12-03 11:50:00","15","","372","379","Incoming Call Logged: BEV  BULBRING - 011-465-9196 -","1","2013-12-03 11:52:05","frmLogCallAdv","412"
"336","2013-12-03 11:51:00","15","","379","378","Incoming Call Logged: KELLY BRAUM - CHRISTMAS DECORATIONS","1","2013-12-03 12:00:05","frmLogCall","413"
"337","2013-12-03 11:59:00","15","","378","378","Call Logged: BEV  BULBRING - TEST","1","2013-12-03 12:01:28","frmLogCall","416"
"338","2013-12-03 12:45:00","15","","370","370","Incoming Call Logged: DOUG BLACK - Message","1","2014-02-10 15:15:37","frmLogCall","418"
"339","2013-12-03 13:42:00","15","","378","378","Call Logged: BEV  BULBRING - TEST","1","2013-12-03 13:45:40","frmLogCall","419"
"340","2013-12-03 13:48:00","15","","378","378","Call Logged: BEV  BULBRING - TEST","1","2013-12-03 13:51:10","frmLogCall","420"
"341","2013-12-03 14:09:00","0","2013-12-11 10:03:00","376","376","Incoming Call Logged: SALLY PEARSON - MESSAGE","1","2014-01-29 12:43:06","frmLogCall","421"
"342","2013-12-03 14:14:00","15","","378","378","Incoming Call Logged: BEV  BULBRING - 011-465-9196 - TEST","1","2013-12-03 14:19:04","frmLogCallAdv","422"
"343","2013-12-03 14:36:00","0","2013-12-11 10:03:00","376","376","Incoming Call Logged: SALLY PEARSON - MESSAGE","1","2014-01-29 12:43:06","frmLogCall","423"
"344","2013-12-03 14:43:00","15","","378","378","Incoming Call Logged: BEV  BULBRING - 011-465-9196 - MESSAGE","1","2013-12-03 14:47:47","frmLogCallAdv","424"
"345","2013-12-04 07:38:00","0","2013-12-11 07:37:00","369","369","Call Logged: DORICA EATWELL - 011-465-9196 -","1","2014-02-10 07:05:52","frmLogCallAdv","425"
"346","2013-12-04 07:40:00","15","","378","369","Call Logged: DORICA EATWELL - 011-465-9196 -","1","2013-12-04 10:45:42","frmLogCallAdv","426"
"347","2013-12-04 07:58:00","15","","373","373","Call Logged: DORICA EATWELL - 011-465-9196 -","1","2013-12-11 13:25:16","frmLogCallAdv","427"
"348","2013-12-04 07:58:00","15","","372","372","Call Logged: DORICA EATWELL - 011-465-9196 -","1","2014-01-22 13:06:55","frmLogCallAdv","428"
"349","2013-12-04 13:24:00","15","","378","376","Call Logged: BEV  BULBRING - message","1","2013-12-04 13:25:39","frmLogCall","440"
"350","2013-12-04 13:27:00","0","2013-12-11 10:03:00","376","376","Call Logged: BEV  BULBRING - Message","1","2014-01-29 12:43:06","frmLogCall","443"
"351","2013-12-04 13:29:00","15","","378","376","Call Logged: SALLY PEARSON - Christams Party","1","2013-12-04 13:29:49","frmLogCall","444"
"352","2013-12-04 13:49:00","15","","369","376","Call Logged: BEV  BULBRING - Lisa Nuttal account","1","2013-12-04 13:53:14","frmLogCall","445"
"353","2013-12-04 16:12:00","15","","378","376","Call Logged: BEV  BULBRING - Contribution to Hamper fund Lonehill Terrace","1","2013-12-04 16:13:35","frmLogCall","453"
"354","2013-12-04 16:45:00","15","","373","376","Call Logged: BEV  BULBRING - Juliette Welham Bali Villas","1","2013-12-04 16:47:22","frmLogCall","454"
"355","2013-12-05 09:25:00","15","","370","370","Incoming Call Logged: DOUG BLACK - Broken plank on the bridge in the park","1","2014-02-10 15:16:00","frmLogCall","457"
"356","2013-12-05 10:32:00","15","","372","379","Incoming Call Logged: JOY LERENA - Message","1","2013-12-11 11:59:11","frmLogCall","458"
"357","2013-12-05 10:36:00","15","","379","378","Incoming Call Logged: KELLY BRAUM - TEST","1","2013-12-05 10:39:50","frmLogCall","459"
"358","2013-12-09 11:02:00","0","2013-12-09 11:14:00","378","378","Outgoing Call Logged: BEV  BULBRING - 011-465-9196 - test fs","1","2013-12-09 12:34:33","frmLogCallAdv","469"
"359","2013-12-09 14:12:00","15","","379","379","Incoming Call Logged: BEV  BULBRING - 011-465-9196 - TEST FS","1","2013-12-09 14:13:58","frmLogCallAdv","471"
"360","2013-12-12 10:00:00","15","","373","373","Incoming Call Logged: CECILE LECK - 011-465-5037 - Money Outstanding","1","2013-12-11 13:43:51","frmLogCallAdv","484"
"361","2014-01-02 11:34:00","15","","379","378","Next Action: KELLY BRAUM - 011-465-9196 -","1","2014-01-15 10:26:32","frmActivityDetails","222"
"362","2014-01-03 10:49:00","15","","373","373","Next Action:  -","1","2014-05-26 15:03:30","frmActivityDetails","223"
"363","2014-01-15 08:17:00","15","","379","378","Next Action: KELLY BRAUM - 011-465-9196 -","1","2014-01-15 10:26:32","frmActivityDetails","225"
"364","2014-01-15 09:52:00","15","","381","378","Next Action: GEORGE JOUBERT - 011-466-2477 -","0","","frmActivityDetails","226"
"365","2014-01-16 11:00:00","15","2014-01-27 12:36:00","373","373","Incoming Call Logged: TREVOR NEL - 011-465-4120 - Guards without Radios","1","2014-01-27 12:46:33","frmLogCallAdv","518"
"366","2014-01-15 14:19:00","15","","376","378","Call Logged: SALLY PEARSON - Telephone Message","1","2014-01-29 12:43:06","frmLogCall","520"
"367","2014-01-22 12:36:00","15","2014-01-27 12:36:00","373","373","Incoming Call Logged: KELLY BRAUM - 011-465-9196 - test","1","2014-01-27 12:46:39","frmLogCallAdv","526"
"368","2014-01-22 13:02:00","15","","1","1","Incoming Call Logged: GRAHAM BRAUM - 079-744-3470 - TEST","1","2014-04-16 09:22:09","frmLogCallAdv","527"
"369","2014-01-22 13:03:00","15","","378","372","Next Action: KELLY BRAUM - 011-465-9196 -","1","2014-01-22 14:07:13","frmActivityDetails","227"
"370","2014-01-22 16:27:00","15","","382","382","Call Logged: GRANT JOYCE - 011-465-3080 - Complaint that prices are to high","1","2014-01-22 16:07:37","frmLogCallAdv","528"
"371","2014-01-22 00:00:00","15","","376","382","Sub Task: Feedback - Please Ammend previous minutes","1","2014-01-29 12:43:06","frmActionDetails","100"
"372","2014-01-22 00:00:00","0","2014-01-28 17:49:00","382","382","Sub Task: Follow-up - LRA Marketing Brochure","1","2014-01-28 18:00:03","frmActionDetails","101"
"373","2014-02-06 09:21:00","15","","376","382","Incoming Call Logged: Mrs Reed - 0 - FIDELITY COMPLAINT","1","2014-02-07 13:27:35","frmLogCallAdv","515"
"374","2014-02-05 13:51:00","15","","372","369","Incoming Call Logged: DORICA EATWELL - 011-465-9196 -","1","2014-02-06 15:51:59","frmLogCallAdv","532"
"375","2014-02-07 17:00:00","15","","373","373","Incoming Call Logged: MICHAEL JOHN SIDDALL - 011-465-7564 - Fusion","1","2014-02-10 09:42:46","frmLogCallAdv","533"
"376","2014-02-05 13:56:00","15","","372","372","Incoming Call Logged: DORICA EATWELL - 011-465-9196 -","1","2014-02-06 15:51:59","frmLogCallAdv","534"
"377","2014-02-05 14:05:00","15","","1","382","Call Logged: DEMON BRITZ - 011-948-7967 - FTT","1","2014-02-05 14:09:15","frmLogCallAdv","535"
"378","2014-02-05 14:08:00","15","","369","369","Incoming Call Logged: DORICA EATWELL - 011-465-9196 -","1","2014-02-10 07:05:54","frmLogCallAdv","536"
"379","2014-02-05 17:00:00","15","","370","370","Call Logged: DELPHINE BETU-MUYA - 111-111-1111 - Burst water pipe Lewis road","1","2014-02-10 15:16:13","frmLogCallAdv","537"
"380","2014-02-05 14:16:00","15","","372","372","Incoming Call Logged: DEMON BRITZ - 011-948-7967 - Fail to test","1","2014-02-05 14:18:54","frmLogCallAdv","538"
"381","2014-02-05 14:20:00","15","","372","372","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - Alarm System","1","2014-02-05 14:22:39","frmLogCallAdv","539"
"382","2014-02-05 14:58:00","15","","372","372","Incoming Call Logged: Mrs Tuck - 0 - Call out","1","2014-02-05 15:00:18","frmLogCallAdv","540"
"383","2014-02-05 15:28:00","15","","372","372","Incoming Call Logged: LINDA BLIGNAUT - 011-465-1381 - Lenton Grove 2 Fence","1","2014-02-05 15:29:42","frmLogCallAdv","541"
"384","2014-02-06 08:21:00","15","","372","372","Incoming Call Logged: KIM BLOM - 011-636-5489 - Alarm - No signal","1","2014-02-06 08:21:30","frmLogCallAdv","543"
"385","2014-02-06 15:51:00","15","","372","372","Incoming Call Logged: MR MAQUBELA - 012-317-9008 - Call out","1","2014-02-07 08:15:39","frmLogCallAdv","546"
"386","2014-02-07 08:14:00","15","","372","372","Incoming Call Logged: MARRIANE HAMILTON - 011-465-1076 - Remotes to be programmed","1","2014-02-10 09:40:38","frmLogCallAdv","548"
"387","2014-02-10 12:11:00","15","","372","372","Incoming Call Logged: GARY HUNTER - 111-111-1111 - FTT","1","2014-02-11 08:31:32","frmLogCallAdv","556"
"388","2014-02-10 12:13:00","15","","372","372","Incoming Call Logged: MR MAQUBELA - 012-317-9008 - FTT","1","2014-02-11 08:31:32","frmLogCallAdv","557"
"389","2014-02-11 16:37:00","15","","372","372","Incoming Call Logged: BERNARD TENNANT - 011-842-3610 - Overactive Alarm","1","2014-02-13 11:57:54","frmLogCallAdv","562"
"390","2014-02-11 16:39:00","15","","372","372","Incoming Call Logged: DEREK WILLIAMS - 011-465-3910 - Alarm system","1","2014-02-13 11:57:54","frmLogCallAdv","563"
"391","2014-02-11 16:44:00","15","","372","372","Incoming Call Logged: HILTON RALPH - 011-462-4200 - cALL OUT","1","2014-02-13 11:57:54","frmLogCallAdv","564"
"392","2014-02-12 09:16:00","15","","372","372","Incoming Call Logged: HILTON RALPH - 011-462-4200 - Alarm system","1","2014-02-13 11:57:54","frmLogCallAdv","565"
"393","2014-02-12 10:16:00","15","","372","372","Incoming Call Logged: MARIA DJORDJEVIC - 0 - Alarm systmem","1","2014-02-13 11:57:54","frmLogCallAdv","566"
"394","2014-02-13 11:02:00","15","","372","372","Incoming Call Logged: JORGE DIAS - 011-467-2739 - Service request","1","2014-02-13 11:57:54","frmLogCallAdv","567"
"395","2014-02-13 11:44:00","15","","372","372","Incoming Call Logged: ANAND REDDY - 011-465-9782 - Battery Low","1","2014-02-13 11:57:54","frmLogCallAdv","570"
"396","2014-02-13 11:48:00","15","","372","372","Incoming Call Logged: ANDREW VERIOS - 084-508-2438 - Battery Low","1","2014-02-13 11:57:54","frmLogCallAdv","571"
"397","2014-02-13 13:59:00","15","","370","370","Call Logged: DOUG BLACK - 011-465-9196 - TRAFFIC CALMING & FALLEN TREE REMOVAL","1","2014-02-17 10:51:02","frmLogCallAdv","574"
"398","2014-02-18 15:16:00","15","","372","372","Incoming Call Logged: ALPESH MAHETA - 111-111-1111 - Call out","1","2014-02-19 08:40:06","frmLogCallAdv","579"
"399","2014-02-19 12:13:00","15","","372","372","Incoming Call Logged: JO-ANN FARINHA - 111-111-1111 - Service request","1","2014-02-21 14:18:10","frmLogCallAdv","582"
"400","2014-02-19 12:15:00","15","","372","372","Incoming Call Logged: CLIVE RAVENSCROFT - 011-465-0756 - Cancellation - armed response","1","2014-02-21 14:18:10","frmLogCallAdv","583"
"401","2014-02-19 12:20:00","15","","372","372","Incoming Call Logged: MR ECONAMOU - 111-111-1111 - Cancellation","1","2014-02-21 14:18:10","frmLogCallAdv","584"
"402","2014-02-21 15:10:00","15","","372","372","Incoming Call Logged: PETER HARLAND - 011-465-3022 - FTT","1","2014-02-26 11:17:44","frmLogCallAdv","590"
"403","2014-02-21 15:15:00","15","","372","372","Incoming Call Logged: DEBBIE HARLAND - 011-465-3022 - FTT","1","2014-02-26 11:17:44","frmLogCallAdv","591"
"404","2014-03-03 14:00:00","15","","391","1","Incoming Call Logged: MICHAEL JOHN SIDDALL - 011-465-7564 - Guard With No Radio","1","2014-02-27 15:48:22","frmLogCallAdv","600"
"405","2014-04-16 10:00:00","15","","378","373","Incoming Call Logged: GWEN JAMES - 111-111-1111 - Possible new member","1","2014-04-16 15:24:04","frmLogCallAdv","669"
"406","2014-04-16 10:09:00","15","","372","372","Incoming Call Logged: CRAIG JENNINGS - 011-705-3365 -","1","2014-04-16 15:26:04","frmLogCallAdv","670"
"407","2014-04-16 13:38:00","15","","394","394","Call Logged: AVRIL KEARNS-EASTWICK - 011-465-9196 -","1","2014-04-16 14:42:47","frmLogCallAdv","675"
"408","2014-04-16 15:02:00","15","","378","378","Call Logged: BEV  BULBRING - 011-465-9196 -","1","2014-04-16 15:06:16","frmLogCallAdv","678"
"409","2014-04-16 15:25:00","15","","373","373","Call Logged: JESSE  VAN GRAAN - 011-465-9196 - Skinnering","1","2014-05-12 10:05:07","frmLogCallAdv","681"
"410","2014-04-17 08:08:00","15","","372","372","Call Logged: JOY LERENA - 011-465-9196 -","1","2014-04-17 10:15:28","frmLogCallAdv","682"
"411","2014-04-17 08:12:00","15","","394","394","Call Logged: AVRIL KEARNS-EASTWICK - 011-465-9196 -","1","2014-04-17 10:26:13","frmLogCallAdv","683"
"412","2014-04-17 11:38:00","15","","372","372","Incoming Call Logged: GEMMA RUSHTON - 111-111-1111 - call out","1","2014-04-24 11:41:12","frmLogCallAdv","684"
"413","2014-04-22 07:51:00","15","","372","372","Call Logged: JOY LERENA - 011-465-9196 -","1","2014-04-23 11:05:10","frmLogCallAdv","685"
"414","2014-04-22 10:16:00","15","","372","372","Incoming Call Logged: BOBBY NOLUTHUNGU - 111-111-1111 -","1","2014-04-23 11:04:40","frmLogCallAdv","686"
"415","2014-04-24 11:26:00","15","","372","372","Incoming Call Logged: SIMBARASHE MUDZENGI - 011-467-4371 - Alarm system","1","2014-05-05 15:42:52","frmLogCallAdv","695"
"416","2014-04-25 06:46:00","15","","379","384","Call Logged: KELLY BRAUM - 011-465-9196 -","1","2014-04-25 08:01:48","frmLogCallAdv","697"
"417","2014-04-25 08:03:00","15","","378","378","Call Logged: BEV  BULBRING - 011-465-9196 -","1","2014-04-25 08:24:53","frmLogCallAdv","698"
"418","2014-04-29 09:39:00","15","","372","372","Incoming Call Logged: SAVVA SAVVI - 011-465-3412 - Alarm not sending signals","1","2014-05-05 15:42:52","frmLogCallAdv","701"
"419","2014-04-29 12:18:00","15","","372","372","Incoming Call Logged: RENE BADENHORST - 011-881-8421 - ALarm","1","2014-05-05 15:42:52","frmLogCallAdv","702"
"420","2014-04-29 12:19:00","15","","372","372","Incoming Call Logged: SHELLEY MILLER - 011-465-4254 - Battery low signals","1","2014-05-05 15:42:52","frmLogCallAdv","703"
"421","2014-04-30 16:17:00","15","","372","372","Incoming Call Logged: HANS OPPENBERG - 111-111-1111 - Alarm system","1","2014-05-05 15:42:52","frmLogCallAdv","708"
"422","2014-05-05 11:59:00","15","","373","373","Call Logged: JESSE  VAN GRAAN - 011-465-9196 -","1","2014-05-26 14:59:05","frmLogCallAdv","715"
"423","2014-05-05 15:42:00","15","","372","372","Incoming Call Logged: IAIN MENZIES - 011-467-1263 - Quotation","1","2014-05-06 11:02:22","frmLogCallAdv","717"
"424","2014-05-05 15:44:00","15","","372","372","Incoming Call Logged: BOBBY NOLUTSHUNGU - 111-111-1111 - Quotation","1","2014-05-06 11:02:22","frmLogCallAdv","718"
"425","2014-05-08 08:56:00","15","","380","369","Call Logged: JANE LONDAL - 011-465-9196 -","1","2014-10-07 15:23:02","frmLogCallAdv","721"
"426","2014-05-08 11:39:00","15","","372","372","Incoming Call Logged: FRANCOIS ERASMUS - 111-111-1111 - alarm system","1","2014-05-08 12:00:16","frmLogCallAdv","722"
"427","2014-05-08 16:36:00","15","","373","373","Call Logged: GRANT JOYCE - 011-465-3080 - rtest","1","2014-05-12 10:04:46","frmLogCallAdv","724"
"428","2014-05-08 15:40:00","15","","373","373","Call Logged: JESSE  VAN GRAAN - 011-465-9196 - please wash bevs car","1","2014-05-12 10:04:54","frmLogCallAdv","725"
"429","2014-05-09 13:27:00","15","","373","373","Call Logged: JESSE  VAN GRAAN - 011-465-9196 - Security Quote","1","2014-05-12 10:05:01","frmLogCallAdv","726"
"430","2014-05-12 13:22:00","15","","372","378","Call Logged: JOY LERENA - 011-465-9196 -","1","2014-05-16 11:58:08","frmLogCallAdv","728"
"431","2014-05-12 13:37:00","15","","372","372","Call Logged: JOY LERENA - 011-465-9196 -","1","2014-05-27 08:32:18","frmLogCallAdv","729"
"432","2014-05-13 10:41:00","15","","372","372","Call Logged: JOY LERENA - 011-465-9196 -","1","2014-05-27 08:32:05","frmLogCallAdv","731"
"433","2014-05-13 13:16:00","15","","373","373","Incoming Call Logged: JESSE  VAN GRAAN - 011-465-9196 - Message","1","2014-05-14 15:49:30","frmLogCallAdv","732"
"434","2014-05-13 16:13:00","15","2014-05-14 15:51:00","369","369","Call Logged: DORICA EATWELL - 011-465-9196 -","1","2014-05-15 06:50:20","frmLogCallAdv","733"
"435","2014-05-14 15:34:00","15","","372","1","Call Logged: LYNDA WATTERS - 011-467-2758 - TEST","1","2014-05-16 11:58:08","frmLogCallAdv","734"
"436","2014-05-15 15:46:00","15","","378","369","Call Logged: GRANT JOYCE - 011-465-3080 - 4U46U","1","2014-05-16 08:33:42","frmLogCallAdv","737"
"437","2014-05-14 15:50:00","15","","373","373","Call Logged: GRANT JOYCE - 011-465-3080 - Test","1","2014-05-26 14:51:39","frmLogCallAdv","738"
"438","2014-05-15 08:35:00","15","","373","373","Call Logged: SK JONES - 111-111-1111 -","1","2014-05-26 14:52:10","frmLogCallAdv","740"
"439","2014-05-15 08:47:00","15","","372","372","Call Logged: ANDREW MARK PARRISH - 111-111-1111 -","1","2014-05-27 07:56:07","frmLogCallAdv","741"
"440","2014-05-15 09:00:00","15","","385","378","Call Logged: ROHAN BABOOLAL - 011-467-5475 -","1","2015-03-05 09:03:01","frmLogCallAdv","742"
"441","2014-05-15 10:11:00","15","","380","372","Call Logged: JANE LONDAL - 011-465-9196 - REcon","1","2014-10-07 15:23:02","frmLogCallAdv","744"
"442","2014-05-16 10:33:00","15","","370","394","Call Logged: DOUG BLACK - 011-465-9196 - Westul Road Closure","0","","frmLogCallAdv","745"
"443","2014-05-16 11:58:00","0","2014-07-14 15:11:00","1","372","Call Logged: KELLY BRAUM - 011-465-9196 - Message","1","2014-07-15 10:28:02","frmLogCallAdv","746"
"444","2014-05-19 13:38:00","15","","372","372","Call Logged: WENDY BUTLER - 111-111-1111 -","1","2014-05-27 07:55:51","frmLogCallAdv","747"
"445","2014-05-20 08:39:00","15","","379","372","Call Logged: KELLY BRAUM - 011-465-9196 -","1","2014-07-30 11:10:01","frmLogCallAdv","748"
"446","2014-05-20 13:28:00","15","","373","373","Call Logged: JOSEPH NDOU - 011-039-2963 - Test","1","2014-05-26 14:52:16","frmLogCallAdv","749"
"447","2014-05-20 14:02:00","15","","372","372","Call Logged: BRENDON ACQUISTO - 111-111-1111 -","1","2014-05-27 07:55:59","frmLogCallAdv","751"
"448","2014-05-21 12:00:00","15","","373","373","Incoming Call Logged: JOHN SIDDALL - 011-465-7564 - Installation complain","1","2014-05-26 14:53:18","frmLogCallAdv","752"
"449","2014-05-21 10:00:00","15","","373","373","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - qUOTE NOT RECEIVED","1","2014-05-26 14:53:27","frmLogCallAdv","754"
"450","2014-05-21 10:26:00","15","","394","394","Incoming Call Logged: MAGDA VAN DER WESTHUIZEN - 011-465-6285 - Palisade Fence","1","2014-05-23 15:39:18","frmLogCallAdv","755"
"451","2014-05-22 09:04:00","15","","373","373","Incoming Call Logged: MRS FREW - 011-465-8117 - EMR","1","2014-05-26 14:53:35","frmLogCallAdv","756"
"452","2014-05-22 09:33:00","15","","394","394","Incoming Call Logged: NATALIE GROBBELAAR - 011-465-8304 - Letter for Insurance Purposes","1","2014-05-23 15:38:13","frmLogCallAdv","757"
"453","2014-05-26 13:56:00","15","","373","369","Call Logged:  -","1","2014-05-26 15:03:30","frmLogCallAdv","758"
"454","2014-05-26 08:02:00","15","","373","369","Call Logged: JESSE  VAN GRAAN - 011-465-9196 -","1","2014-05-26 15:03:30","frmLogCallAdv","759"
"455","2014-05-23 12:01:00","15","","378","394","Call Logged: BEV  BULBRING - 011-465-9196 - Test","1","2014-05-26 07:16:44","frmLogCallAdv","760"
"456","2014-05-26 12:17:00","15","","394","380","Incoming Call Logged: MAGDA VAN DER WESTHUIZEN - 011-465-6285 - Call not answered re repair of pa...","1","2014-06-09 09:39:10","frmLogCallAdv","762"
"457","2014-05-26 14:27:00","15","","380","394","Call Logged: JANE LONDAL - 011-465-9196 -","1","2014-05-28 09:05:44","frmLogCallAdv","763"
"458","2014-05-27 08:08:00","15","","373","373","Incoming Call Logged: SASHIL MISTRY - 111-111-1111 - Security Alarm","1","2014-05-28 16:01:45","frmLogCallAdv","765"
"459","2014-05-27 09:04:00","15","","394","378","Incoming Call Logged: . PAUL - 011-462-4426 -","1","2014-05-27 10:48:13","frmLogCallAdv","766"
"460","2014-05-27 11:11:00","15","","373","373","Call Logged: KRISTIAN MIETZ - 011-465-7463 - Quote","1","2014-05-28 16:02:27","frmLogCallAdv","769"
"461","2014-05-27 14:06:00","15","","373","378","Incoming Call Logged: DONOVAN BARNARD - 011-763-5941 -","1","2014-05-29 14:40:16","frmLogCallAdv","770"
"462","2014-06-02 07:35:00","15","","372","378","Incoming Call Logged: ELAINE BROWN - 011-705-1151 - Technical Booking","1","2015-04-13 15:37:41","frmLogCallAdv","773"
"463","2014-06-02 09:16:00","15","","372","378","Incoming Call Logged: HYLTON MACNEILL - 011-465-8004 - Technical Booking","1","2015-04-13 15:37:22","frmLogCallAdv","774"
"464","2014-06-02 11:19:00","15","","369","394","Call Logged: DORICA EATWELL - 011-465-9196 -","1","2014-06-03 13:28:40","frmLogCallAdv","775"
"465","2014-06-03 08:45:00","15","","373","373","Call Logged: ALAN SWANEPOEL - 111-111-1111 - Security quote","1","2014-06-04 09:16:11","frmLogCallAdv","778"
"466","2014-06-04 11:44:00","15","","373","373","Call Logged: GAVIN DAVIS - 011-465-5734 - Road Closure","1","2014-06-10 11:18:30","frmLogCallAdv","783"
"467","2014-06-04 15:04:00","0","2014-06-05 14:16:00","373","378","Incoming Call Logged: J KLETTE - 011-705-3336 - Quote for a remote","1","2014-06-06 15:45:51","frmLogCallAdv","784"
"468","2014-06-04 15:20:00","15","","369","378","Incoming Call Logged: DORICA EATWELL - 011-465-9196 - Invoice and debit order","1","2015-04-13 15:34:00","frmLogCallAdv","787"
"469","2014-06-05 07:32:00","15","","373","373","Incoming Call Logged: BRETT GREENE - 011-462-8560 - Letter send to Residents of Etterby Close","1","2014-06-05 14:11:26","frmLogCallAdv","788"
"470","2014-06-05 08:54:00","15","","372","372","Incoming Call Logged: ELANDRE GEORGE BRANDT - 111-111-1111 -","1","2014-06-11 09:37:14","frmLogCallAdv","789"
"471","2014-06-05 13:40:00","15","","372","372","Incoming Call Logged: DES GOWER - 011-465-6900 -","1","2014-06-11 09:36:01","frmLogCallAdv","790"
"472","2014-06-06 12:40:00","15","","394","378","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - Test","1","2014-06-06 12:54:10","frmLogCallAdv","791"
"473","2014-06-06 12:42:00","15","","379","379","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - Test","1","2014-07-30 11:09:26","frmLogCallAdv","792"
"474","2014-06-06 12:44:00","15","","369","378","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - Test","1","2014-06-06 13:30:19","frmLogCallAdv","793"
"475","2014-06-06 12:49:00","15","","380","378","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - Test","1","2014-10-07 15:23:02","frmLogCallAdv","794"
"476","2014-06-06 12:50:00","15","","382","378","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - Test","1","2014-07-14 15:56:38","frmLogCallAdv","795"
"477","2014-06-06 12:51:00","15","","372","372","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - Test","1","2014-06-11 09:37:02","frmLogCallAdv","796"
"478","2014-06-06 12:52:00","15","","370","378","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - Test","0","","frmLogCallAdv","797"
"479","2014-06-06 12:53:00","15","","373","378","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - Test","1","2014-06-06 15:45:51","frmLogCallAdv","798"
"480","2014-06-06 12:54:00","15","","394","378","Incoming Call Logged: GRANT JOYCE - 011-465-3080 - Test","1","2014-06-06 13:19:11","frmLogCallAdv","799"
"481","2014-06-06 14:43:00","15","","373","378","Incoming Call Logged: KEVIN DU PREEZ - 111-111-1111 - Message","1","2014-06-06 15:45:51","frmLogCallAdv","800"
"482","2014-06-06 16:04:00","15","","379","379","Incoming Call Logged: ROSEMARY BARKER - 011-467-7341 - Newsletter","1","2014-07-30 11:09:12","frmLogCallAdv","801"
"483","2014-06-09 12:52:00","15","","372","372","Call Logged: Mary-Anne Musekiwa -  -","1","2014-06-11 09:36:26","frmLogCallAdv","802"
"484","2014-06-10 08:59:00","15","","373","394","Incoming Call Logged: JESSE  VAN GRAAN - 011-465-9196 - Lonehill Upper East","1","2014-06-25 13:21:32","frmLogCallAdv","803"
"485","2014-06-10 09:06:00","15","","373","373","Incoming Call Logged: ANDREW MCCURRIE - 111-111-1111 - Security Quote","1","2014-06-10 11:18:07","frmLogCallAdv","804"
"486","2014-06-10 09:59:00","15","","372","372","Incoming Call Logged: BEN PIETERS - 011-797-4290 -","1","2014-06-11 09:36:43","frmLogCallAdv","805"
"487","2014-06-10 14:11:00","15","","373","373","Incoming Call Logged: WOLFGANG MULLER - 111-111-1111 - Wants to join EMR","1","2014-06-25 13:11:14","frmLogCallAdv","806"
"488","2014-06-10 15:50:00","15","","373","373","Incoming Call Logged: GLYNNIS BOSSO - 011-465-4157 - Letter sent to Lonehill East Residents","1","2014-06-25 13:11:19","frmLogCallAdv","807"
"489","2014-06-11 15:12:00","15","","373","378","Incoming Call Logged: JAN STILL - 011-465-4550 - Letter sent to Lonehill East Residents","1","2014-07-08 09:40:29","frmLogCallAdv","809"
"490","2014-06-11 15:30:00","15","","373","373","Call Logged: BRUCE SPENCE - 0 - Installation","1","2014-06-25 13:12:30","frmLogCallAdv","810"
"491","2014-06-18 09:02:00","15","","373","373","Call Logged: GLYNNIS BOSSO - 011-465-4157 - Re letter sent to Lonehill Upper East Residents","1","2014-06-25 13:11:04","frmLogCallAdv","814"
"492","2014-06-18 09:44:00","15","","373","373","Call Logged: STEVEN BARRETT - 111-111-1111 - Re Quote","1","2014-06-25 13:10:59","frmLogCallAdv","815"
"493","2014-06-18 14:45:00","15","","373","372","Call Logged: JESSE  VAN GRAAN - 011-465-9196 - New contact - Collin Gray","1","2014-07-08 09:40:30","frmLogCallAdv","816"
"494","2014-06-19 10:40:00","15","","373","373","Incoming Call Logged: CRAIG JENNINGS - 011-705-3365 - Enquiry re quote sent to him","1","2014-06-25 13:10:50","frmLogCallAdv","817"
"495","2014-06-19 14:15:00","15","","372","378","Incoming Call Logged:  - Technical Booking","1","2015-04-13 15:31:59","frmLogCallAdv","819"
"496","2014-06-23 13:39:00","15","","373","373","Call Logged: JESSE  VAN GRAAN - 011-465-9196 - New contact","1","2014-07-14 12:13:07","frmLogCallAdv","830"
"497","2014-06-24 10:58:00","15","","373","373","Call Logged: JESSE  VAN GRAAN - 011-465-9196 - New contact","1","2014-06-25 13:11:50","frmLogCallAdv","831"
"498","2014-06-25 08:06:00","15","","373","372","Call Logged: JESSE  VAN GRAAN - 011-465-9196 - New contact","1","2014-07-08 09:40:30","frmLogCallAdv","832"
"499","2014-06-25 09:55:00","15","","373","373","Call Logged: JESSE  VAN GRAAN - 011-465-9196 - New Contact","1","2014-06-25 13:12:01","frmLogCallAdv","833"
