"ContactDivisionID","EntitycontactID","DivisionID"
"69342","94674","5830"
"69344","","5830"
"69359","92738","5830"
"69360","","5830"
"69385","96712","5830"
"69402","97276","5830"
"69408","99866","5830"
"69412","99868","5830"
"69415","99870","5830"
"69416","99869","5830"
"69418","95372","5830"
"69422","99871","5830"
"69424","93197","5830"
"69429","97506","5830"
"69431","97505","5830"
"69438","99872","5830"
"69449","93884","5830"
"69452","95332","5830"
"69458","99874","5830"
"69460","99875","5830"
"69466","97046","5830"
"69467","97047","5830"
"69474","96756","5830"
"69477","99876","5830"
"69481","97221","5830"
"69489","99880","5830"
"69491","99881","5830"
"69497","97060","5830"
"69498","92502","5830"
"69500","96819","5830"
"69524","99887","5830"
"69531","99888","5830"
"69572","94745","5830"
"69573","93297","5830"
"69584","99893","5830"
"69598","99900","5830"
"69600","99902","5830"
"69602","98399","5830"
"69604","99903","5830"
"69608","99905","5830"
"69653","99156","5830"
"69655","99925","5830"
"69657","99094","5830"
"69668","98345","5830"
"69679","93361","5830"
"69704","93289","5830"
"69705","94737","5830"
"69706","97002","5830"
"69709","96913","5830"
"69712","97199","5830"
"69729","99935","5830"
"69731","96782","5830"
"69732","96783","5830"
"69738","93888","5830"
"69740","95336","5830"
"69742","99936","5830"
"69755","94447","5830"
"69759","99941","5830"
"69782","99450","5830"
"69810","93150","5830"
"69812","94598","5830"
"69816","99952","5830"
"69818","94161","5830"
"69820","93485","5830"
"69821","97042","5830"
"69829","99954","5830"
"69863","92506","5830"
"69870","96947","5830"
"69883","97269","5830"
"69887","94321","5830"
"69889","92873","5830"
"69895","93421","5830"
"69914","93262","5830"
"69916","94710","5830"
"69921","96603","5830"
"69928","96735","5830"
"69930","96734","5830"
"69932","97236","5830"
"69934","97235","5830"
"69935","97293","5830"
"69936","96624","5830"
"69938","96664","5830"
"69952","97100","5830"
"69954","96204","5830"
"69958","93732","5830"
"69960","95180","5830"
"69965","97080","5830"
"69967","97356","5830"
"69970","92584","5830"
"69972","94032","5830"
"69980","","5830"
"69991","93687","5830"
"69992","96401","5830"
"69993","96400","5830"
"69996","99254","5830"
"69997","94606","5830"
"70026","92810","5830"
"70030","97701","5830"
"70032","97700","5830"
"70039","98702","5830"
"70059","98772","5830"
"70069","99983","5830"
"70070","98064","5830"
"70079","99978","5830"
"70083","99988","5830"
"70084","99989","5830"
"70086","99990","5830"
"70088","99991","5830"
"70092","99992","5830"
"70094","99993","5830"
"70096","99994","5830"
"70098","93424","5830"
"70100","99995","5830"
"70103","94769","5830"
"70108","99999","5830"
"70109","99998","5830"
"70112","100000","5830"
"70114","100001","5830"
"70134","100011","5830"
"70137","100012","5830"
"70138","","5830"
"70148","100015","5830"
"70152","100017","5830"
"70164","100022","5830"
"70165","100023","5830"
"70168","100024","5830"
"70171","100025","5830"
"70174","94150","5830"
"70175","","5830"
"70176","98649","5830"
"70179","100027","5830"
"70188","100031","5830"
"70192","","5830"
"70230","100050","5830"
"70242","100056","5830"
"70246","100058","5830"
"70257","97201","5830"
"70259","100059","5830"
"70262","100060","5830"
"70264","94736","5830"
"70266","92799","5830"
"70310","100070","5830"
"70311","100069","5830"
"70313","","5830"
"70334","92962","5830"
"70339","97140","5830"
"70341","97141","5830"
"70342","97073","5830"
"70344","96860","5830"
"70348","97359","5830"
"70350","97572","5830"
"70352","97573","5830"
"70354","97147","5830"
"70355","94235","5830"
"70356","94267","5830"
"70358","97216","5830"
"70363","100073","5830"
"70366","","5830"
"70367","100075","5830"
"70402","98976","5830"
"70404","95426","5830"
"70414","94574","5830"
"70435","94305","5830"
"70436","","5830"
"70437","","5830"
"70438","","5830"
"70439","","5830"
"70450","92798","5830"
"70452","96766","5830"
"70454","96765","5830"
"70456","97044","5830"
"70458","97045","5830"
"70460","96881","5830"
"70472","","5830"
"70484","96883","5830"
"70487","93784","5830"
"70502","","5830"
"70503","","5830"
"70504","","5830"
"70507","100091","5830"
"70518","100098","5830"
"70520","100099","5830"
"70531","99155","5830"
"70544","99841","5830"
"70545","100103","5830"
"70548","99296","5830"
"70553","100105","5830"
"70557","100107","5830"
"70561","100110","5830"
"70564","100112","5830"
"70567","100114","5830"
"70568","100115","5830"
"70577","100119","5830"
"70581","94423","5830"
"70587","99971","5830"
"70593","100121","5830"
"70594","100122","5830"
"70596","100123","5830"
"70599","100124","5830"
"70602","100125","5830"
"70604","100126","5830"
"70610","96967","5830"
"70612","96968","5830"
"70633","98079","5830"
"70703","95183","5830"
"70715","99440","5830"
"70754","98831","5830"
"70769","96837","5830"
"70770","97697","5830"
"70773","97211","5830"
"70778","100140","5830"
"70783","99337","5830"
"70785","99338","5830"
"70788","100142","5830"
"70790","100144","5830"
"70792","100145","5830"
"70796","99126","5830"
"70800","99191","5830"
"70808","100147","5830"
"70811","","5830"
"70817","92851","5830"
"70840","96717","5830"
"70849","100158","5830"
"70859","97923","5830"
"70872","100163","5830"
"70894","100170","5830"
"70895","","5830"
"70925","94958","5830"
"70926","93510","5830"
"70931","98883","5830"
"70933","","5830"
"70936","100183","5830"
"70938","98949","5830"
"70939","98951","5830"
"70957","100190","5830"
"70959","100191","5830"
"70962","99670","5830"
"70964","","5830"
"70970","100194","5830"
"70975","100096","5830"
"70976","98551","5830"
"70979","100196","5830"
"70996","94481","5830"
"70997","94206","5830"
"70998","92758","5830"
"70999","100197","5830"
"71000","100198","5830"
"71005","100200","5830"
"71008","100202","5830"
"71009","100203","5830"
"71014","92680","5830"
"71030","100209","5830"
"71036","100212","5830"
"71043","98763","5830"
"71044","98762","5830"
"71046","98764","5830"
"71050","100216","5830"
"71051","100217","5830"
"71052","93490","5830"
"71082","96394","5830"
"71114","99560","5830"
"71115","94057","5830"
"71136","94756","5830"
"71139","","5830"
"71147","97617","5830"
"71161","94886","5830"
"71178","","5830"
"71182","100241","5830"
"71194","","5830"
"71195","","5830"
"71196","","5830"
"71197","","5830"
"71201","","5830"
"71205","","5830"
"71207","100246","5830"
"71217","97364","5830"
"71239","","5830"
"71244","99298","5830"
"71268","98905","5830"
"71282","99583","5830"
"71288","92703","5830"
"71290","92909","5830"
"71312","100260","5830"
"71318","100262","5830"
"71319","100263","5830"
"71321","100264","5830"
"71341","","5830"
"71344","100269","5830"
"71353","98369","5830"
"71375","93513","5830"
"71376","94961","5830"
"71388","95285","5830"
"71392","93919","5830"
"71426","93902","5830"
"71440","94091","5830"
"71447","93212","5830"
"71454","94930","5830"
"71457","92733","5830"
"71458","93493","5830"
"71471","93599","5830"
"71473","92859","5830"
"71474","94307","5830"
"71476","94363","5830"
"71477","92915","5830"
"71487","93913","5830"
"71489","93178","5830"
"71491","96716","5830"
"71493","96715","5830"
"71502","95009","5830"
"71504","96746","5830"
"71509","96779","5830"
"71511","96793","5830"
"71518","96812","5830"
"71520","96811","5830"
"71524","96829","5830"
"71526","96828","5830"
"71532","96835","5830"
"71535","96834","5830"
"71536","96838","5830"
"71549","96859","5830"
"71551","96863","5830"
"71554","96865","5830"
"71558","96880","5830"
"71567","96905","5830"
"71570","96929","5830"
"71572","96931","5830"
"71575","96930","5830"
"71576","96954","5830"
"71589","97004","5830"
"71594","97021","5830"
"71602","97057","5830"
"71605","97061","5830"
"71608","97071","5830"
"71610","97093","5830"
"71614","97188","5830"
"71616","97187","5830"
"71622","97197","5830"
"71626","97198","5830"
"71628","97200","5830"
"71630","97203","5830"
"71633","97204","5830"
"71646","97212","5830"
"71651","97224","5830"
"71668","97504","5830"
"71670","97503","5830"
"71671","97616","5830"
"71674","97752","5830"
"71679","92716","5830"
"71686","100279","5830"
"71691","99695","5830"
"71705","98332","5830"
"71708","98331","5830"
"71721","100281","5830"
"71724","100283","5830"
"71729","100036","5830"
"71730","100038","5830"
"71731","100037","5830"
"71734","100286","5830"
"71748","96024","5830"
"71750","97206","5830"
"71759","93388","5830"
"71764","93242","5830"
"71780","","5830"
"71781","","5830"
"71786","100293","5830"
"71788","","5830"
"71790","","5830"
"71791","100294","5830"
"71793","100296","5830"
"71817","94507","5830"
"71843","97544","5830"
"71846","100300","5830"
"71847","100301","5830"
"71848","100302","5830"
"71849","100303","5830"
"71857","98389","5830"
"71858","98388","5830"
"71859","95835","5830"
"71861","92937","5830"
"71868","100291","5830"
"71869","100295","5830"
"71870","95002","5830"
"71883","100154","5830"
"71885","100155","5830"
"71887","99253","5830"
"71896","94964","5830"
"71898","92817","5830"
"71899","","5830"
"71902","100305","5830"
"71903","100304","5830"
"71910","100084","5830"
"71912","99268","5830"
"71913","100306","5830"
"71916","100308","5830"
"71917","97802","5830"
"71920","100309","5830"
"71924","","5830"
"71931","100299","5830"
"71932","99257","5830"
"71940","100316","5830"
"71977","98819","5830"
"71979","98634","5830"
"71988","97040","5830"
"71990","94261","5830"
"71991","93267","5830"
"72002","95056","5830"
"72006","100319","5830"
"72007","99272","5830"
"72009","99505","5830"
"72015","","5830"
"72039","100323","5830"
"72040","100324","5830"
"72041","100325","5830"
"72042","100326","5830"
"72061","93978","5830"
"72072","100332","5830"
"72082","96963","5830"
"72083","100337","5830"
"72089","100341","5830"
"72090","100342","5830"
"72109","","5830"
"72113","100347","5830"
"72114","100346","5830"
"72116","100349","5830"
"72118","100350","5830"
"72122","100351","5830"
"72123","","5830"
"72137","96690","5830"
"72138","","5830"
"72141","95691","5830"
"72146","100355","5830"
"72156","100360","5830"
"72169","100361","5830"
"72171","100318","5830"
"72173","100362","5830"
"72180","95008","5830"
"72181","","5830"
"72197","100364","5830"
"72207","100366","5830"
"72210","100368","5830"
"72216","","5830"
"72217","100371","5830"
"72219","100369","5830"
"72226","93844","5830"
"72230","","5830"
"72241","100376","5830"
"72242","100377","5830"
"72256","92997","5830"
"72281","100385","5830"
"72298","98821","5830"
"72308","95013","5830"
"72311","98474","5830"
"72312","98475","5830"
"72314","100386","5830"
"72316","100387","5830"
"72317","","5830"
"72321","100391","5830"
"72334","100396","5830"
"72351","100404","5830"
"72358","99198","5830"
"72360","","5830"
"72361","100406","5830"
"72365","100187","5830"
"72378","100414","5830"
"72387","","5830"
"72390","100421","5830"
"72396","100425","5830"
"72402","100429","5830"
"72418","100431","5830"
"72419","99620","5830"
"72428","96292","5830"
"72431","","5830"
"72440","98206","5830"
"72444","100436","5830"
"72459","","5830"
"72463","100370","5830"
"72472","94033","5830"
"72501","94974","5830"
"72503","","5830"
"72509","100449","5830"
"72515","100453","5830"
"72516","95339","5830"
"72520","100455","5830"
"72521","92807","5830"
"72523","100456","5830"
"72526","92775","5830"
"72529","100457","5830"
"72531","100458","5830"
"72534","100459","5830"
"72539","99839","5830"
"72541","99838","5830"
"72542","99840","5830"
"72548","100460","5830"
"72555","100461","5830"
"72557","100462","5830"
"72559","","5830"
"72562","100463","5830"
"72564","92560","5830"
"72566","94008","5830"
"72567","99569","5830"
"72569","99570","5830"
"72577","92815","5830"
"72578","94263","5830"
"72579","93561","5830"
"72581","97606","5830"
"72598","99382","5830"
"72610","93898","5830"
"72620","93580","5830"
"72628","","5830"
"72632","93867","5830"
"72634","100465","5830"
"72643","93564","5830"
"72644","95012","5830"
"72656","100467","5830"
"72671","95158","5830"
"72678","93078","5830"
"72679","93775","5830"
"72682","99755","5830"
"72683","97931","5830"
"72686","92638","5830"
"72688","94086","5830"
"72689","99252","5830"
"72693","98155","5830"
"72694","98154","5830"
"72695","96742","5830"
"72696","96741","5830"
"72699","96798","5830"
"72700","96797","5830"
"72701","96726","5830"
"72707","95263","5830"
"72709","99725","5830"
"72710","99726","5830"
"72713","94925","5830"
"72718","92880","5830"
"72726","96240","5830"
"72727","93551","5830"
"72728","95407","5830"
"72729","93074","5830"
"72734","98630","5830"
"72735","98631","5830"
"72738","99816","5830"
"72739","99817","5830"
"72742","98911","5830"
"72743","93481","5830"
"72748","97857","5830"
"72749","97856","5830"
"72753","96310","5830"
"72754","93664","5830"
"72756","96312","5830"
"72757","96311","5830"
"72759","95112","5830"
"72760","99820","5830"
"72762","96808","5830"
"72767","94707","5830"
"72772","97059","5830"
"72773","97058","5830"
"72777","98415","5830"
"72778","98414","5830"
"72783","99017","5830"
"72784","99016","5830"
"72785","99015","5830"
"72790","93148","5830"
"72791","100468","5830"
"72796","98532","5830"
"72798","100471","5830"
"72802","96817","5830"
"72803","93233","5830"
"72805","94681","5830"
"72808","98310","5830"
"72809","98309","5830"
"72811","","5830"
"72815","97132","5830"
"72816","97131","5830"
"72817","","5830"
"72821","","5830"
"72824","100475","5830"
"72826","100476","5830"
"72829","96697","5830"
"72832","97169","5830"
"72833","97168","5830"
"72839","97829","5830"
"72840","97830","5830"
"72844","97599","5830"
"72845","97598","5830"
"72846","94977","5830"
"72847","97262","5830"
"72848","97849","5830"
"72849","96554","5830"
"72850","96553","5830"
"72851","97333","5830"
"72853","97626","5830"
"72856","99757","5830"
"72857","99756","5830"
"72858","98906","5830"
"72859","100153","5830"
"72861","100214","5830"
"72863","98928","5830"
"72866","95629","5830"
"72868","92883","5830"
"72869","94331","5830"
"72870","95631","5830"
"72879","100479","5830"
"72880","","5830"
"72883","100481","5830"
"72888","100485","5830"
"72893","","5830"
"72894","100489","5830"
"72895","","5830"
"72897","","5830"
"72910","","5830"
"72913","100493","5830"
"72919","100497","5830"
"72923","","5830"
"72924","","5830"
"72932","","5830"
"72934","100501","5830"
"72943","","5830"
"72951","100508","5830"
"72952","","5830"
"72959","100511","5830"
"72966","100513","5830"
"72967","100514","5830"
"72973","93972","5830"
"72974","95376","5830"
"72980","","5830"
"72990","100401","5830"
"72991","100521","5830"
"72993","93706","5830"
"72998","100523","5830"
"73007","99636","5830"
"73009","99637","5830"
"73012","","5830"
"73016","","5830"
"73018","100526","5830"
"73020","100527","5830"
"73030","96211","5830"
"73031","96212","5830"
"73032","96213","5830"
"73034","94518","5830"
"73041","94530","5830"
"73043","100528","5830"
"73057","100532","5830"
"73058","93912","5830"
"73059","100102","5830"
"73060","100533","5830"
"73061","98822","5830"
"73064","","5830"
"73068","100535","5830"
"73069","100536","5830"
"73080","100537","5830"
"73082","100539","5830"
"73089","100540","5830"
"73090","100541","5830"
"73092","100542","5830"
"73101","100544","5830"
"73117","100549","5830"
"73124","","5830"
"73128","100554","5830"
"73131","100556","5830"
"73132","","5830"
"73141","100560","5830"
"73142","100561","5830"
"73156","100568","5830"
"73171","100580","5830"
"73177","99069","5830"
"73186","100584","5830"
"73196","97111","5830"
"73198","99409","5830"
"73200","96468","5830"
"73268","93205","5830"
"73272","98507","5830"
"73276","","5830"
"73284","100592","5830"
"73286","100594","5830"
"73288","100595","5830"
"73290","","5830"
"73297","100599","5830"
"73311","92524","5830"
"73316","100604","5830"
"73317","100213","5830"
"73319","97685","5830"
"73324","98070","5830"
"73325","98069","5830"
"73326","98071","5830"
"73327","99070","5830"
"73328","93682","5830"
"73330","95130","5830"
"73332","98270","5830"
"73333","98269","5830"
"73340","98927","5830"
"73343","96403","5830"
"73345","96404","5830"
"73346","98461","5830"
"73347","96402","5830"
"73348","93712","5830"
"73350","96299","5830"
"73351","93704","5830"
"73353","96301","5830"
"73354","96300","5830"
"73355","96302","5830"
"73365","95231","5830"
"73379","100285","5830"
"73388","","5830"
"73408","100615","5830"
"73410","100614","5830"
"73416","","5830"
"73421","94891","5830"
"73433","94901","5830"
"73447","95014","5830"
"73454","96802","5830"
"73455","97180","5830"
"73456","96869","5830"
"73457","96868","5830"
"73460","99894","5830"
"73464","98899","5830"
"73468","96847","5830"
"73470","93179","5830"
"73471","94627","5830"
"73472","95073","5830"
"73473","93625","5830"
"73475","93690","5830"
"73476","98101","5830"
"73477","97223","5830"
"73480","93321","5830"
"73481","96853","5830"
"73482","96852","5830"
"73483","93647","5830"
"73485","95095","5830"
"73486","97222","5830"
"73488","96845","5830"
"73490","96650","5830"
"73491","","5830"
"73503","100622","5830"
"73507","100624","5830"
"73510","96957","5830"
"73511","96685","5830"
"73512","94067","5830"
"73513","92619","5830"
"73514","96874","5830"
"73515","97152","5830"
"73516","92913","5830"
"73517","94361","5830"
"73518","93754","5830"
"73520","95202","5830"
"73522","96636","5830"
"73523","96635","5830"
"73527","96692","5830"
"73529","96753","5830"
"73533","97052","5830"
"73536","96846","5830"
"73537","93604","5830"
"73539","96669","5830"
"73541","97094","5830"
"73542","98504","5830"
"73543","98505","5830"
"73544","96541","5830"
"73545","97105","5830"
"73546","97106","5830"
"73547","96958","5830"
"73548","96665","5830"
"73549","100474","5830"
"73550","96691","5830"
"73551","94777","5830"
"73563","93838","5830"
"73564","92615","5830"
"73565","96663","5830"
"73567","97186","5830"
"73569","97185","5830"
"73570","93198","5830"
"73571","93626","5830"
"73572","95074","5830"
"73575","97239","5830"
"73576","96068","5830"
"73577","93428","5830"
"73579","96070","5830"
"73580","96069","5830"
"73581","94876","5830"
"73582","92585","5830"
"73587","96738","5830"
"73588","96912","5830"
"73590","97017","5830"
"73601","96815","5830"
"73602","96816","5830"
"73603","93624","5830"
"73604","95072","5830"
"73605","93781","5830"
"73606","95229","5830"
"73607","97166","5830"
"73608","","5830"
"73610","95787","5830"
"73611","92905","5830"
"73612","94353","5830"
"73613","95785","5830"
"73614","95786","5830"
"73615","96634","5830"
"73617","96633","5830"
"73618","93244","5830"
"73619","96945","5830"
"73620","96944","5830"
"73622","96825","5830"
"73623","96824","5830"
"73626","97324","5830"
"73627","96727","5830"
"73628","97215","5830"
"73629","97214","5830"
"73630","96960","5830"
"73631","97309","5830"
"73632","94062","5830"
"73633","93146","5830"
"73634","96768","5830"
"73635","96303","5830"
"73636","95152","5830"
"73641","97167","5830"
"73644","93720","5830"
"73647","98950","5830"
"73648","93082","5830"
"73649","92939","5830"
"73650","94387","5830"
"73651","95745","5830"
"73653","93159","5830"
"73655","98171","5830"
"73656","98169","5830"
"73657","97077","5830"
"73662","97767","5830"
"73663","97766","5830"
"73664","96921","5830"
"73665","96818","5830"
"73666","97255","5830"
"73667","97207","5830"
"73668","100627","5830"
"73669","100628","5830"
"73676","100632","5830"
"73687","93771","5830"
"73688","95219","5830"
"73689","94171","5830"
"73691","96679","5830"
"73694","93789","5830"
"73695","97101","5830"
"73696","95875","5830"
"73698","93637","5830"
"73699","95085","5830"
"73700","96949","5830"
"73705","96788","5830"
"73706","95630","5830"
"73707","97263","5830"
"73708","93757","5830"
"73713","96152","5830"
"73714","96948","5830"
"73715","97065","5830"
"73716","97230","5830"
"73717","94789","5830"
"73718","99878","5830"
"73719","99877","5830"
"73720","97272","5830"
"73739","96786","5830"
"73740","96910","5830"
"73742","93120","5830"
"73744","94568","5830"
"73745","96627","5830"
"73746","96971","5830"
"73747","96780","5830"
"73748","96781","5830"
"73749","97553","5830"
"73750","97552","5830"
"73751","98897","5830"
"73752","95730","5830"
"73753","94359","5830"
"73756","97264","5830"
"73757","94390","5830"
"73758","97084","5830"
"73759","97079","5830"
"73760","97078","5830"
"73761","96969","5830"
"73763","96970","5830"
"73766","97075","5830"
"73767","97268","5830"
"73768","96042","5830"
"73769","93386","5830"
"73770","96615","5830"
"73771","96758","5830"
"73772","96655","5830"
"73773","96656","5830"
"73774","96673","5830"
"73777","96543","5830"
"73778","96542","5830"
"73779","93645","5830"
"73780","96773","5830"
"73781","93802","5830"
"73784","92847","5830"
"73785","97621","5830"
"73786","92839","5830"
"73788","97039","5830"
"73790","97240","5830"
"73793","97241","5830"
"73795","96775","5830"
"73796","93320","5830"
"73797","94768","5830"
"73798","97104","5830"
"73799","97103","5830"
"73800","96671","5830"
"73801","96670","5830"
"73804","97048","5830"
"73805","96856","5830"
"73806","96602","5830"
"73807","96011","5830"
"73808","96010","5830"
"73809","96009","5830"
"73811","93287","5830"
"73814","97496","5830"
"73815","96695","5830"
"73817","97012","5830"
"73818","97011","5830"
"73820","97151","5830"
"73821","97095","5830"
"73822","97096","5830"
"73823","96986","5830"
"73825","96985","5830"
"73826","96271","5830"
"73827","96272","5830"
"73828","96269","5830"
"73829","96270","5830"
"73832","95036","5830"
"73833","97000","5830"
"73837","96523","5830"
"73838","97109","5830"
"73839","97108","5830"
"73841","94632","5830"
"73842","96928","5830"
"73843","96927","5830"
"73844","100582","5830"
"73845","100581","5830"
"73846","97087","5830"
"73847","97086","5830"
"73848","96995","5830"
"73853","93440","5830"
"73854","97229","5830"
"73855","97228","5830"
"73856","93769","5830"
"73857","97313","5830"
"73858","93431","5830"
"73859","94879","5830"
"73860","97248","5830"
"73861","97247","5830"
"73862","96623","5830"
"73863","96622","5830"
"73867","98211","5830"
"73868","97257","5830"
"73869","97256","5830"
"73870","97016","5830"
"73871","97015","5830"
"73872","97029","5830"
"73873","94437","5830"
"73874","97338","5830"
"73876","92699","5830"
"73877","93496","5830"
"73878","94944","5830"
"73880","100477","5830"
"73881","96640","5830"
"73883","96620","5830"
"73884","96619","5830"
"73885","93522","5830"
"73886","94970","5830"
"73887","99766","5830"
"73888","99765","5830"
"73889","97027","5830"
"73890","93458","5830"
"73891","94906","5830"
"73892","96796","5830"
"73893","96882","5830"
"73895","92970","5830"
"73896","94418","5830"
"73897","97030","5830"
"73898","97082","5830"
"73899","96962","5830"
"73901","93210","5830"
"73903","94989","5830"
"73904","97497","5830"
"73906","97022","5830"
"73907","98711","5830"
"73908","94187","5830"
"73910","97274","5830"
"73911","97351","5830"
"73912","97292","5830"
"73913","97291","5830"
"73915","94466","5830"
"73917","97238","5830"
"73918","97237","5830"
"73919","96564","5830"
"73920","96563","5830"
"73921","97278","5830"
"73922","98528","5830"
"73923","98529","5830"
"73924","98527","5830"
"73927","95733","5830"
"73928","92933","5830"
"73929","94381","5830"
"73930","97308","5830"
"73931","97515","5830"
"73932","97514","5830"
"73933","99200","5830"
"73934","99137","5830"
"73935","96736","5830"
"73936","97159","5830"
"73937","97158","5830"
"73938","97195","5830"
"73939","97196","5830"
"73940","97282","5830"
"73941","97281","5830"
"73942","97284","5830"
"73943","97283","5830"
"73944","96790","5830"
"73945","96789","5830"
"73946","93666","5830"
"73947","95114","5830"
"73949","100562","5830"
"73950","93057","5830"
"73951","96813","5830"
"73952","92646","5830"
"73954","94094","5830"
"73955","97265","5830"
"73956","96809","5830"
"73958","96983","5830"
"73959","92710","5830"
"73965","96877","5830"
"73966","97498","5830"
"73967","96517","5830"
"73968","97164","5830"
"73969","97163","5830"
"73970","96516","5830"
"73971","93468","5830"
"73972","93367","5830"
"73973","93558","5830"
"73974","95006","5830"
"73975","94444","5830"
"73976","92996","5830"
"73977","96981","5830"
"73978","96980","5830"
"73979","97307","5830"
"73982","97068","5830"
"73983","97028","5830"
"73984","96646","5830"
"73985","96744","5830"
"73986","96745","5830"
"73987","96770","5830"
"73989","96539","5830"
"73990","96540","5830"
"73991","97242","5830"
"73992","97793","5830"
"73993","97794","5830"
"73994","93162","5830"
"73995","94610","5830"
"73996","93130","5830"
"73999","97007","5830"
"74000","92794","5830"
"74001","94242","5830"
"74005","96840","5830"
"74007","96762","5830"
"74008","96761","5830"
"74009","97219","5830"
"74010","97218","5830"
"74011","97099","5830"
"74013","96705","5830"
"74014","96704","5830"
"74015","93246","5830"
"74017","96814","5830"
"74020","93540","5830"
"74021","94988","5830"
"74023","93729","5830"
"74025","96689","5830"
"74026","97144","5830"
"74029","98088","5830"
"74030","98089","5830"
"74032","100151","5830"
"74033","100152","5830"
"74035","96639","5830"
"74038","95003","5830"
"74041","96803","5830"
"74042","93034","5830"
"74043","94482","5830"
"74044","98894","5830"
"74049","96675","5830"
"74050","96084","5830"
"74051","92959","5830"
"74052","94407","5830"
"74053","96855","5830"
"74054","96854","5830"
"74055","100472","5830"
"74057","94985","5830"
"74058","98249","5830"
"74059","98248","5830"
"74061","93195","5830"
"74062","94643","5830"
"74063","96751","5830"
"74064","96752","5830"
"74068","96733","5830"
"74069","96732","5830"
"74072","96965","5830"
"74073","99899","5830"
"74074","97749","5830"
"74075","97748","5830"
"74076","96641","5830"
"74077","96984","5830"
"74080","97294","5830"
"74082","93688","5830"
"74083","96280","5830"
"74084","95136","5830"
"74085","97604","5830"
"74086","98973","5830"
"74087","98974","5830"
"74088","96991","5830"
"74089","97020","5830"
"74090","97019","5830"
"74091","94804","5830"
"74092","93356","5830"
"74093","97316","5830"
"74097","100641","5830"
"74100","100642","5830"
"74101","100643","5830"
"74102","","5830"
"74105","94983","5830"
"74108","100647","5830"
"74109","100646","5830"
"74110","100648","5830"
"74112","100650","5830"
"74114","100651","5830"
"74116","100652","5830"
"74117","","5830"
"74118","100653","5830"
"74120","94523","5830"
"74121","100655","5830"
"74127","100657","5830"
"74128","100658","5830"
"74133","100510","5830"
"74134","100509","5830"
"74135","100660","5830"
"74136","100661","5830"
"74139","100662","5830"
"74141","","5830"
"74148","100666","5830"
"74149","100667","5830"
"74151","100668","5830"
"74163","100672","5830"
"74164","100673","5830"
"74165","","5830"
"74168","100674","5830"
"74169","100675","5830"
"74180","100678","5830"
"74181","97882","5830"
"74182","100679","5830"
"74183","100680","5830"
"74184","100681","5830"
"74187","100684","5830"
"74188","100685","5830"
"74191","100687","5830"
"74192","","5830"
"74193","100688","5830"
"74194","100689","5830"
"74195","100690","5830"
"74196","100691","5830"
"74201","100639","5830"
"74204","100695","5830"
"74205","100696","5830"
"74208","100699","5830"
"74209","100700","5830"
"74210","100701","5830"
"74220","96999","5830"
"74228","","5830"
"74239","100707","5830"
"74246","","5830"
"74258","100712","5830"
"74266","","5830"
"74270","100721","5830"
"74273","100723","5830"
"74283","100727","5830"
"74288","100728","5830"
"74289","100729","5830"
"74290","100730","5830"
"74292","94637","5830"
"74293","93189","5830"
"74305","100734","5830"
"74307","100735","5830"
"74330","100742","5830"
"74332","100744","5830"
"74333","100743","5830"
"74334","99922","5830"
"74335","99921","5830"
"74339","98530","5830"
"74341","100745","5830"
"74351","99996","5830"
"74353","","5830"
"74354","","5830"
"74356","100746","5830"
"74358","100747","5830"
"74359","100748","5830"
"74361","","5830"
"74363","","5830"
"74365","100752","5830"
"74367","","5830"
"74369","100754","5830"
"74370","","5830"
"74372","100756","5830"
"74373","","5830"
"74375","100484","5830"
"74376","100757","5830"
"74379","100759","5830"
"74380","100760","5830"
"74387","","5830"
"74388","","5830"
"74389","100764","5830"
"74390","100765","5830"
"74394","100766","5830"
"74396","100768","5830"
"74402","100771","5830"
"74409","","5830"
"74413","100774","5830"
"74414","100009","5830"
"74415","100709","5830"
"74416","100710","5830"
"74436","100780","5830"
"74437","100781","5830"
"74438","97344","5830"
"74446","92858","5830"
"74449","100784","5830"
"74450","100783","5830"
"74451","95662","5830"
"74453","100785","5830"
"74460","100786","5830"
"74472","","5830"
"74481","100208","5830"
"74486","100792","5830"
"74491","100794","5830"
"74500","100800","5830"
"74501","100801","5830"
"74502","100802","5830"
"74505","95135","5830"
"74507","100804","5830"
"74529","98620","5830"
"74530","98619","5830"
"74532","95071","5830"
"74533","92587","5830"
"74534","94035","5830"
"74535","99179","5830"
"74537","93405","5830"
"74538","94853","5830"
"74540","95982","5830"
"74541","94495","5830"
"74544","100806","5830"
"74548","98887","5830"
"74549","92746","5830"
"74551","94194","5830"
"74558","100811","5830"
"74574","100815","5830"
"74583","100816","5830"
"74591","93780","5830"
"74609","100823","5830"
"74630","","5830"
"74640","100834","5830"
"74641","100835","5830"
"74642","93623","5830"
"74643","100836","5830"
"74644","100837","5830"
"74658","100842","5830"
"74661","96151","5830"
"74662","94639","5830"
"74663","96150","5830"
"74666","100844","5830"
"74669","98095","5830"
"74670","98096","5830"
"74678","98299","5830"
"74679","93814","5830"
"74680","95262","5830"
"74681","100849","5830"
"74682","","5830"
"74686","","5830"
"74690","99960","5830"
"74698","100271","5830"
"74703","100855","5830"
"74715","96289","5830"
"74723","97819","5830"
"74724","100858","5830"
"74725","100859","5830"
"74731","100863","5830"
"74739","","5830"
"74742","92977","5830"
"74743","100445","5830"
"74746","97863","5830"
"74747","97864","5830"
"74748","97862","5830"
